년도,지역,구분,상병코드,연인원,59이하,60-64,65-69,70-79,80-89,90이상
2021,광주,외래,F00,,21.0,41.0,124.0,2314,2600.0,715.0
2021,광주,외래,K02,,464.0,228.0,240.0,3813,260.0,26.0
2021,광주,외래,B35,,217.0,193.0,270.0,3755,298.0,59.0
2021,광주,외래,J30,,636.0,107.0,152.0,2604,288.0,108.0
2021,광주,외래,J00,,1691.0,117.0,231.0,1351,253.0,49.0
2022,광주,입원(연인원), I63 ,9039.0,403.0,332.0,516.0,6024,1397.0,367.0
2022,광주,입원(연인원), M48 ,8027.0,281.0,703.0,835.0,4972,1068.0,168.0
2022,광주,입원(연인원), Z49 ,7906.0,317.0,33.0,72.0,6563,921.0,0.0
2022,광주,입원(연인원), M17 ,3412.0,35.0,246.0,188.0,2424,408.0,111.0
2022,광주,입원(연인원), N40 ,3156.0,74.0,116.0,159.0,2541,171.0,95.0
2022,광주,입원(연인원), C61 ,3027.0,4.0,42.0,119.0,2213,369.0,280.0
2022,광주,입원(연인원), C16 ,3011.0,277.0,212.0,221.0,2015,138.0,148.0
2022,광주,입원(연인원), U07 ,2800.0,1039.0,130.0,139.0,697,686.0,109.0
2022,광주,입원(연인원), L89 ,2601.0,0.0,0.0,0.0,714,1788.0,99.0
2022,광주,입원(연인원), G81 ,2575.0,0.0,181.0,283.0,1491,620.0,0.0
2022,광주,입원(연인원), C34 ,2433.0,211.0,160.0,57.0,1319,482.0,204.0
2022,광주,입원(연인원), C18 ,2389.0,140.0,0.0,13.0,1633,434.0,169.0
2022,광주,입원(연인원), G20 ,2379.0,211.0,91.0,31.0,1792,254.0,0.0
2022,광주,입원(연인원), J69 ,2325.0,39.0,0.0,0.0,1821,224.0,241.0
2022,광주,입원(연인원), M51 ,2095.0,249.0,76.0,155.0,828,787.0,0.0
2022,광주,입원(연인원), K81 ,2035.0,9.0,49.0,29.0,1136,540.0,272.0
2022,광주,입원(연인원), N18 ,1833.0,0.0,486.0,27.0,604,631.0,85.0
2022,광주,입원(연인원), S72 ,1800.0,48.0,0.0,24.0,745,810.0,173.0
2022,광주,입원(연인원), C22 ,1678.0,73.0,31.0,23.0,1052,475.0,24.0
2022,광주,입원(연인원), C25 ,1569.0,87.0,2.0,46.0,660,774.0,0.0
2022,광주,외래, N40 ,,613.0,885.0,1394.0,18209,2388.0,1226.0
2022,광주,외래, I10 ,,1537.0,1016.0,1830.0,10625,1970.0,692.0
2022,광주,외래, E11 ,,1376.0,1004.0,1463.0,11380,1615.0,299.0
2022,광주,외래, M48 ,,1062.0,1045.0,1212.0,11473,1857.0,371.0
2022,광주,외래, E30 ,,16495.0,4.0,0.0,0,0.0,0.0
2022,광주,외래, I20 ,,662.0,641.0,918.0,10066,1347.0,271.0
2022,광주,외래, M17 ,,456.0,675.0,1292.0,9134,1369.0,351.0
2022,광주,외래, K05 ,,907.0,675.0,786.0,7934,878.0,127.0
2022,광주,외래, Z26 ,,5921.0,700.0,813.0,1909,280.0,104.0
2022,광주,외래, I63 ,,518.0,405.0,456.0,4874,1269.0,415.0
2022,광주,외래, K21 ,,479.0,408.0,507.0,5024,705.0,137.0
2022,광주,외래, H25 ,,42.0,149.0,292.0,5077,445.0,126.0
2022,광주,외래, F00 ,,17.0,44.0,119.0,2198,2647.0,1040.0
2022,광주,외래, M51 ,,990.0,276.0,346.0,3936,192.0,76.0
2022,광주,외래, M75 ,,641.0,366.0,491.0,3823,428.0,31.0
2022,광주,외래, Z49 ,,1177.0,404.0,349.0,2780,520.0,0.0
2022,광주,외래, C61 ,,20.0,87.0,118.0,3951,737.0,205.0
2022,광주,외래, R41 ,,64.0,106.0,396.0,3576,755.0,157.0
2022,광주,외래, J44 ,,111.0,109.0,142.0,3453,593.0,268.0
2022,광주,외래,R63,,155.0,85.0,213.0,3314,627.0,179.0
2023,광주,입원(연인원), I63 ,9469.0,460.0,195.0,488.0,6764,996.0,566.0
2023,광주,입원(연인원), M48 ,7956.0,143.0,180.0,422.0,6112,962.0,137.0
2023,광주,입원(연인원), I20 ,4709.0,80.0,198.0,228.0,3272,781.0,150.0
2023,광주,입원(연인원), N40 ,4185.0,41.0,127.0,182.0,3172,586.0,77.0
2023,광주,입원(연인원), C61 ,3845.0,37.0,85.0,83.0,2923,426.0,291.0
2023,광주,입원(연인원), L89 ,3318.0,0.0,0.0,0.0,1879,1376.0,63.0
2023,광주,입원(연인원), C22 ,3214.0,226.0,330.0,69.0,1455,737.0,397.0
2023,광주,입원(연인원), M51 ,3196.0,406.0,44.0,226.0,1882,638.0,0.0
2023,광주,입원(연인원), C16 ,2634.0,250.0,167.0,204.0,1146,805.0,62.0
2023,광주,입원(연인원), S72 ,2559.0,0.0,0.0,0.0,1112,1114.0,333.0
2023,광주,입원(연인원), G20 ,2531.0,118.0,38.0,11.0,2225,128.0,11.0
2023,광주,입원(연인원), I61 ,2414.0,198.0,489.0,377.0,1244,101.0,5.0
2023,광주,입원(연인원), N18 ,2356.0,226.0,179.0,93.0,1493,290.0,75.0
2023,광주,입원(연인원), C34 ,2237.0,130.0,28.0,119.0,883,1005.0,72.0
2023,광주,입원(연인원), C18 ,2133.0,209.0,50.0,72.0,910,659.0,233.0
2023,광주,입원(연인원), K80 ,2010.0,225.0,30.0,46.0,782,668.0,259.0
2023,광주,입원(연인원), E11 ,1955.0,57.0,166.0,54.0,1482,186.0,10.0
2023,광주,입원(연인원), C25 ,1955.0,109.0,136.0,162.0,987,537.0,24.0
2023,광주,입원(연인원), M17 ,1740.0,2.0,160.0,246.0,1178,154.0,0.0
2023,광주,입원(연인원), K81 ,1704.0,101.0,4.0,44.0,973,387.0,195.0
2023,광주,외래, N40 ,24580.0,681.0,953.0,1439.0,17455,2885.0,1167.0
2023,광주,외래, I10 ,18198.0,1694.0,990.0,1655.0,11120,2091.0,648.0
2023,광주,외래, E11 ,16018.0,1278.0,895.0,1403.0,10351,1793.0,298.0
2023,광주,외래, E30 ,14942.0,14938.0,4.0,0.0,0,0.0,0.0
2023,광주,외래, I20 ,14881.0,619.0,731.0,870.0,10559,1778.0,324.0
2023,광주,외래, M48 ,14816.0,691.0,728.0,1075.0,10167,1788.0,367.0
2023,광주,외래, K05 ,10702.0,766.0,414.0,872.0,7554,955.0,141.0
2023,광주,외래, M17 ,10421.0,318.0,416.0,843.0,7336,1180.0,328.0
2023,광주,외래, Z26 ,9082.0,4953.0,771.0,788.0,2154,316.0,100.0
2023,광주,외래, H25 ,8948.0,73.0,170.0,493.0,7073,963.0,176.0
2023,광주,외래, N18 ,8791.0,1645.0,337.0,885.0,4152,1611.0,161.0
2023,광주,외래, I63 ,7804.0,483.0,358.0,449.0,4611,1475.0,428.0
2023,광주,외래, K21 ,7094.0,450.0,389.0,492.0,4837,805.0,121.0
2023,광주,외래, C61 ,5862.0,12.0,130.0,167.0,4386,943.0,224.0
2023,광주,외래, M75 ,5849.0,630.0,307.0,450.0,3574,834.0,54.0
2023,광주,외래, M51 ,5835.0,839.0,447.0,469.0,3737,301.0,42.0
2023,광주,외래, F00 ,5767.0,6.0,39.0,103.0,1880,2462.0,1277.0
2023,광주,외래, R41 ,4999.0,51.0,61.0,310.0,3563,859.0,155.0
2023,광주,외래, J00 ,4576.0,2203.0,121.0,199.0,1657,257.0,139.0
2023,광주,외래,K02,4167.0,356.0,187.0,245.0,2897,415.0,67.0
