상명코드,가정의학과,내과,마취통증의학과,방사선종양학과,비뇨의학과,산부인과,성형외과,소아청소년과,수면다원검사과,신경과,신경외과,안과,암센터,영상의학과,외과,응급실,응급의학과,이비인후과,일반검진,입원전담의학과,재택치료진료센터,재활의학과,정신건강의학과,정형외과,제작부,종합검진,진단검사의학과,진료부장실,치과,피부과,한의과,핵의학과,호스피스완화의료센터,흉부외과
K20,0,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K21,3288,123986,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,5181,1173,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0
K22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K25,0,11702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,456,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0
K26,0,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
K27,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K29,6070,103708,24,0,0,0,0,44,0,0,0,0,0,0,1911,2365,3,0,17858,0,0,0,0,0,0,42,0,0,4,51,93,7,0,0
K30,2500,27700,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,6421,0,0,0,0,0,0,61,0,0,0,0,4126,0,0,0
K31,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K50,589,0,207,0,0,0,0,0,0,0,0,0,0,0,0,5379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K52,198,0,0,0,0,0,0,614,0,0,0,0,0,0,0,151,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K56,0,85,0,0,0,0,0,0,0,0,0,0,0,0,398,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K58,2,27695,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K59,7660,60451,3,0,0,0,0,177,0,0,0,0,0,0,4355,908,2,0,159,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0
K60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K62,0,9668,0,0,0,0,0,0,0,0,0,0,0,0,768,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K63,0,70782,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,202,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
K64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K70,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K71,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
K72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K73,0,9492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K74,0,12164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K75,0,3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K76,0,21159,0,0,0,9,0,87,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K80,0,13933,0,0,0,0,0,0,0,0,0,0,0,0,10933,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K86,0,2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,8,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0
L02,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3287,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0
L03,0,337,0,0,18,0,0,0,0,0,0,0,0,0,1401,0,2,0,0,5,0,0,0,3194,0,0,0,0,58,1033,0,0,0,0
L04,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L08,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24753,0,0,0,0
L20,139,5,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,0,0,0,0
L21,289,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41729,0,0,0,0
L23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41420,0,0,0,0
L24,0,0,0,0,66,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19843,0,0,0,0
L27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,0,0,0
L28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,12156,0,0,0,0
L29,0,0,0,0,624,46,0,0,0,0,0,0,0,0,19,841,0,0,0,0,0,0,0,0,0,0,0,0,3,107450,0,0,0,0
L30,0,0,0,0,19,13,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148253,0,0,0,0
L40,0,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12521,0,0,0,0
L41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0
L43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
L50,0,0,0,0,122,0,0,773,0,0,0,0,0,0,0,4846,0,0,0,0,0,0,0,0,0,0,0,0,0,8905,0,0,0,0
L52,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364,0,0,0,0
L60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0,740,0,0,0,0,0,491,0,0,0,0
L63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,0,0,0,0
L64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0
L70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
L72,0,0,0,0,0,0,27,0,0,0,0,0,0,0,7978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0
L73,0,0,0,0,0,8,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572,0,0,0,0
L80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6174,0,0,0,0
L82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2971,0,0,0,0
L84,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5698,0,0,0,0
L85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18792,0,0,0,0
L89,0,0,0,0,0,0,3093,0,0,0,0,0,0,0,4880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L90,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L91,0,0,0,0,0,0,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0
L95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L97,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L98,0,0,0,0,0,0,294,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,0,0
M05,0,9842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M06,0,3034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M07,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M10,0,19871,13,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,12092,0,0,0,0,0,0,0,0,0,0
M12,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M13,0,8587,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11083,0,26266,0,0,0,0,0,0,83,0,0,0
M15,0,4811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7036,0,28572,0,0,0,0,0,0,0,0,0,0
M16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0
M17,0,349,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36389,0,240651,0,0,0,0,0,0,3215,0,0,0
M19,0,6002,399,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7610,0,30529,0,0,0,0,778,0,1930,0,0,0
M20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5255,0,0,0,0,0,0,0,0,0,0
M21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
M22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0
M23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,8716,0,0,0,0,0,0,0,0,0,0
M24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4134,0,0,0,0,0,0,0,0,0,0,0,0
M25,0,490,64,0,0,0,0,4,0,0,0,0,0,2,0,4986,1,0,0,0,0,8253,0,1554,0,0,0,0,0,0,5982,0,0,0
M31,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M32,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M33,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M34,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M35,0,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0
M42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0
M43,0,0,404,0,0,0,0,0,0,0,11977,0,0,0,0,0,0,0,0,0,0,92,0,14178,0,0,0,0,0,0,422,0,0,0
M45,0,2139,352,0,0,0,0,0,0,0,0,0,0,0,0,2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M46,0,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0
M47,0,0,1677,0,0,0,0,0,0,0,31182,0,0,0,0,0,0,0,0,0,0,5120,0,770,0,0,0,0,0,0,1544,0,0,0
M48,0,59,25392,0,0,0,0,0,0,0,147474,0,0,0,0,953,0,0,0,0,0,71465,0,161960,0,0,0,0,0,0,6195,0,0,0
M50,0,0,2682,0,0,0,0,0,0,0,21661,0,0,0,0,91,0,0,0,0,0,49032,0,565,0,0,0,0,0,0,580,0,0,0
M51,0,0,11953,0,0,0,0,0,0,0,69074,0,0,0,0,316,0,0,0,0,0,128267,0,12458,0,0,0,0,0,0,2105,0,0,0
M54,0,3,3513,0,0,10,0,0,0,7736,35280,0,0,0,0,12514,0,0,0,0,0,128556,0,4303,0,0,0,0,0,0,22639,0,0,0
M60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
M62,0,418,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2487,0,0,0
M65,0,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,8146,0,0,0,0,0,0,49,0,0,0
M71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0
M72,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13039,0,88,0,0,0,0,0,0,117,0,0,0
M75,0,1,2567,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,43926,0,119060,0,0,0,0,0,0,3307,0,0,0
M76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0
M77,0,7,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721,0,8358,0,0,0,0,0,0,155,0,0,0
M79,2163,3513,1362,0,4130,40,0,0,0,341,1465,0,0,8,0,30066,1,0,0,0,0,17178,0,1522,0,0,0,893,0,2334,14256,0,0,0
M80,0,133,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M81,8921,4151,0,0,0,18803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20892,0,0,0,0,0,0,0,7,0,0
M84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M85,0,207,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
M86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,29,0,0,0,0,0
M87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0
M89,0,0,1634,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
M94,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M96,0,0,5084,0,0,0,0,0,0,0,20315,0,0,0,0,105,0,0,0,0,0,1463,0,16082,0,0,0,0,0,1109,59,0,0,0
M99,0,0,0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,291,0,4077,0,0,0,0,0,0,7953,0,0,0
N02,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N03,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N04,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N05,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N10,0,1327,0,0,531,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N13,0,0,0,0,980,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N17,0,7373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N18,0,236734,0,0,0,0,0,0,0,0,0,0,0,26,3051,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N19,0,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N20,0,125,0,0,15631,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N21,0,0,0,0,3242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N28,0,6879,0,0,3125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N30,0,284,0,0,10122,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,61,0,0,0
N31,0,0,0,0,65375,2068,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N32,0,0,0,0,3980,94,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N34,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N35,0,0,0,0,4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N39,0,4653,0,0,13822,4869,0,4,0,0,0,0,0,0,1,349,13,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N40,680,1,0,0,869005,0,0,0,0,0,0,0,0,3,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N41,0,81,0,0,6588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N43,0,0,0,0,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N45,0,0,0,0,3782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N48,0,0,0,0,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N49,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N60,0,0,0,0,0,5816,0,0,0,0,0,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N63,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N64,0,0,0,0,0,1565,0,0,0,0,0,0,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N71,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N72,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N73,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N76,0,0,0,0,0,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N80,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N81,0,0,0,0,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N83,0,0,0,0,0,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N84,0,0,0,0,0,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N85,0,0,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N87,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N89,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N90,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N91,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N92,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N93,0,0,0,0,0,830,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N94,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N95,0,0,0,0,0,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
Q27,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Q61,0,1978,0,0,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
R00,0,7928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R03,1486,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R04,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2055,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R05,9005,21055,0,0,0,0,0,0,0,0,0,0,0,1,0,380,0,672,0,0,1,0,0,0,0,0,0,0,0,0,221,0,0,0
R06,79,18559,0,0,0,0,0,0,51,0,0,0,0,0,0,3882,1,85,0,3,0,0,1,0,0,0,0,0,56,0,0,0,0,2
R07,0,36231,8,0,0,0,0,2,0,0,0,0,0,0,136,6104,1,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,468
R09,0,7697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R10,2,2818,8,0,0,376,0,130,0,0,0,0,0,0,337,12478,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
R11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R12,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4440,0,0,0,0,0,0,0,0,0,0,0,0
R15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R19,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0
R22,0,0,0,0,0,0,2634,0,0,0,0,0,0,0,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R25,0,0,0,0,0,0,0,0,0,17212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0,0,152
