주상병코드,환자수,보험자부담금(선별포함),요양급여비용총액(선별포함),평균보험자부담금,평균요양급여비용총액
E54,1537.0,49823350.0,69153510.0,32415.97267404034,44992.52439817827
E55,245156.0,9532213360.0,16067212030.0,38882.235637716396,65538.72648436097
E56,11820.0,474669100.0,709440550.0,40158.130287648055,60020.3510998308
E58,9186.0,447489640.0,759575630.0,48714.30873067712,82688.39865011975
E59,107.0,14369650.0,19360140.0,134295.79439252336,180935.8878504673
E60,405.0,21367400.0,34247830.0,52759.01234567901,84562.54320987655
E61,10008.0,439516450.0,635630550.0,43916.51179056754,63512.24520383693
E63,40659.0,2276453350.0,2998064080.0,55988.91635308296,73736.78841092993
E64,1512.0,61858300.0,80736360.0,40911.57407407407,53397.06349206349
E65,396.0,17066390.0,34435340.0,43096.944444444445,86957.92929292929
E66,24834.0,16316096990.0,22937554820.0,657006.4021100105,923635.1300636225
E67,411.0,15878660.0,26642960.0,38634.209245742095,64824.720194647205
E68,6.0,141570.0,214850.0,23595.0,35808.333333333336
E70,529.0,3170419550.0,3532903710.0,5993231.663516068,6678456.918714556
E71,690.0,1776018860.0,2008731560.0,2573940.3768115942,2911205.15942029
E72,1119.0,3019258330.0,3434808450.0,2698175.4512958,3069533.9142091153
E73,1832.0,58542150.0,67879720.0,31955.322052401745,37052.24890829694
E74,1151.0,11531795760.0,12729480730.0,10018936.368375326,11059496.724587316
E75,1520.0,55134465480.0,61253548160.0,36272674.65789474,40298386.94736842
E76,245.0,49850669580.0,55095187470.0,203472120.73469388,224878316.20408162
E77,84.0,126302890.0,143165360.0,1503605.8333333333,1704349.5238095238
E78,3044091.0,213753224400.0,309781294940.0,70219.06519877362,101764.794462452
E79,19798.0,1406809740.0,2308568610.0,71058.17456308717,116606.15264168098
E80,4003.0,464986210.0,785350320.0,116159.43292530603,196190.4371721209
E83,42726.0,8929644350.0,11662320120.0,208997.90174600945,272956.0483078219
E84,137.0,210203660.0,242307650.0,1534333.284671533,1768668.9781021897
E85,1846.0,4452486470.0,5253078820.0,2411964.5016251355,2845654.832069339
E86,173356.0,11883963750.0,15964591630.0,68552.36478691248,92091.370532315
E87,76057.0,44953440260.0,59638060370.0,591049.3479890083,784123.2282367172
E88,53704.0,4812857200.0,9965281550.0,89618.22583047817,185559.39129301356
E89,52435.0,4571253880.0,9088573060.0,87179.43892438257,173330.2767235625
E90,855.0,37916490.0,99254050.0,44346.771929824565,116086.60818713451
F00,655492.0,1453579512610.0,1947706563490.0,2217539.6688441657,2971365.88011753
F01,22356.0,25397371890.0,34133594270.0,1136042.7576489532,1526820.2840400788
F02,4339.0,5080746800.0,6596671260.0,1170948.790043789,1520320.6407006222
F03,62480.0,59718665630.0,83033667630.0,955804.5075224072,1328963.950544174
F04,140.0,75573590.0,102778950.0,539811.3571428572,734135.3571428572
F05,11363.0,4836135080.0,6826993120.0,425603.7208483675,600809.0398662325
F06,342393.0,45002300930.0,71130686400.0,131434.6406906683,207745.73779253665
F07,7868.0,3418590160.0,4722308630.0,434492.90289781394,600191.742501271
F09,1135.0,1187776220.0,1598039360.0,1046498.872246696,1407964.193832599
F10,73134.0,131235304920.0,175245227000.0,1794449.9811305276,2396221.005277983
F11,289.0,167720350.0,237453200.0,580347.23183391,821637.3702422145
F12,118.0,49266520.0,69812630.0,417512.8813559322,591632.4576271187
F13,2235.0,1495177360.0,2047980960.0,668983.1588366891,916322.5771812081
F14,19.0,20020860.0,27638070.0,1053729.4736842106,1454635.2631578948
F15,615.0,377919930.0,520156360.0,614503.9512195121,845782.6991869919
F16,237.0,153326930.0,211325740.0,646949.0717299578,891669.7890295358
F17,1886.0,72813090.0,123050790.0,38607.15270413574,65244.32131495228
F18,108.0,71293780.0,97911060.0,660127.5925925926,906583.8888888889
F19,3435.0,2113459310.0,2868748290.0,615271.9970887918,835152.3406113537
F20,117091.0,316023500750.0,384843681710.0,2698956.373675176,3286705.9100187034
F21,1169.0,930310220.0,1173319460.0,795817.125748503,1003695.0042771599
F22,8647.0,10141926490.0,13092438860.0,1172883.831386608,1514101.8688562508
F23,4997.0,3506590260.0,4642471670.0,701739.0954572744,929051.7650590354
F24,51.0,68032470.0,84471720.0,1333970.0,1656308.2352941176
F25,13874.0,29230915980.0,35533473980.0,2106884.530776993,2561155.6854548077
F28,3436.0,3759315660.0,4722276310.0,1094096.5250291035,1374352.8259604191
F29,19906.0,22093827150.0,28504898790.0,1109907.9247463075,1431975.223048327
F30,3254.0,1727479230.0,2335132770.0,530878.6816226183,717619.1671788568
F31,143890.0,109672704530.0,149844467050.0,762198.2384460352,1041382.0769337688
F32,981042.0,424079145480.0,553233280630.0,432274.1997590317,563924.1547558616
F33,83391.0,39644475040.0,52113368720.0,475404.7204134739,624927.9744816587
F34,89377.0,31718839450.0,47411941290.0,354888.1641809414,530471.3885003972
F38,12534.0,3098340820.0,4561217880.0,247194.89548428275,363907.6017233126
F39,32462.0,13927037640.0,21211879110.0,429025.86531945044,653437.2222906783
F40,64837.0,15630449460.0,22474049800.0,241072.99011366966,346623.83824051084
F41,829987.0,208803395560.0,273123239750.0,251574.29641669086,329069.29837455286
F42,41931.0,19459568930.0,25941659640.0,464085.495933796,618674.9574300636
F43,235653.0,60620335870.0,84764456690.0,257244.06593593123,359700.30803766556
F44,1968.0,770227300.0,1066186590.0,391375.6605691057,541761.4786585366
F45,99099.0,17821114300.0,24625521280.0,179831.42413142414,248494.14504687232
F48,84609.0,5410185080.0,7877955040.0,63943.375763807635,93110.13060076351
F50,13413.0,4811466110.0,6311821200.0,358716.6264072169,470574.9049429658
F51,406581.0,62115183410.0,80690062250.0,152774.43709863472,198459.99259680114
F52,5330.0,173500990.0,260482850.0,32551.780487804877,48871.07879924953
F53,484.0,181218590.0,245524480.0,374418.5743801653,507281.9834710744
F54,1509.0,97363850.0,144262730.0,64522.10072895957,95601.54406891981
F55,110.0,20423880.0,30716790.0,185671.63636363635,279243.54545454547
F59,272.0,27231500.0,35624190.0,100115.80882352941,130971.28676470589
F60,4405.0,2914470870.0,4087351110.0,661627.8933030647,927889.0147559592
F61,35.0,99214430.0,128422260.0,2834698.0,3669207.4285714286
F62,46.0,12054940.0,18727800.0,262063.91304347827,407126.0869565217
F63,9274.0,5452133270.0,7366820740.0,587894.465171447,794352.0314858744
F64,2468.0,428901670.0,626979820.0,173785.11750405186,254043.6871961102
F65,477.0,252522870.0,345966540.0,529398.0503144654,725296.7295597484
F66,264.0,55412880.0,72874510.0,209897.27272727274,276039.8106060606
F68,738.0,144318820.0,216882380.0,195553.9566395664,293878.56368563685
F69,111.0,47900670.0,68837460.0,431537.5675675676,620157.2972972973
F70,13216.0,8808041660.0,11680305790.0,666468.0432808717,883800.3775726393
F71,5596.0,6587392720.0,8662662080.0,1177160.9578270193,1548009.664045747
F72,2379.0,3462029340.0,4464676740.0,1455245.6242118538,1876703.1273644387
F73,479.0,559471530.0,730595250.0,1167999.018789144,1525251.0438413362
F78,1570.0,2172018510.0,2810936670.0,1383451.280254777,1790405.5222929937
F79,5795.0,5659443670.0,7670059810.0,976608.0534943917,1323565.1095772218
F80,11222.0,1590228050.0,2338482250.0,141706.29566922117,208383.73284619497
F81,1288.0,303902930.0,410837080.0,235949.4798136646,318972.8881987578
F82,334.0,243488920.0,310651680.0,729008.74251497,930094.8502994012
F83,271.0,97155870.0,144154050.0,358508.7453874539,531933.7638376384
F84,33434.0,16452309770.0,22782011700.0,492083.201830472,681402.5154034814
F88,132.0,74779970.0,95747770.0,566514.9242424242,725361.8939393939
F89,1392.0,288866640.0,416947540.0,207519.1379310345,299531.2787356322
F90,210424.0,107507800080.0,144433688480.0,510910.3528114664,686393.6075732806
F91,3480.0,2409815310.0,3069033690.0,692475.6637931034,881906.2327586206
F92,3290.0,1216129390.0,1565753310.0,369644.1914893617,475912.8601823708
F93,9127.0,3017569040.0,4034785440.0,330620.032869508,442071.37504108687
F94,2428.0,815577580.0,1121435170.0,335905.09884678747,461876.0996705107
F95,25908.0,9065837760.0,12669566660.0,349924.2612320519,489021.40883124905
F98,9386.0,2133980920.0,3001874110.0,227357.86490517794,319824.644150863
F99,4003.0,1518779970.0,2194053250.0,379410.4346739945,548102.2358231327
G00,746.0,3565795980.0,4495360960.0,4779887.372654156,6025953.029490616
G01,46.0,127536100.0,147977220.0,2772523.913043478,3216896.086956522
G02,174.0,327484650.0,434697170.0,1882095.6896551724,2498259.5977011495
G03,4812.0,6951877820.0,9366490350.0,1444696.1388196177,1946485.9413965088
G04,6018.0,30895742300.0,38023761740.0,5133888.717181788,6318338.6075108005
G05,13169.0,1754233960.0,2326581360.0,133209.3522666869,176671.0729744096
G06,2830.0,15346578360.0,20273426980.0,5422819.208480566,7163755.116607774
G07,28.0,48782950.0,57569410.0,1742248.2142857143,2056050.357142857
G08,452.0,501301820.0,741415770.0,1109074.8230088495,1640300.3761061947
G09,15.0,23879060.0,32272750.0,1591937.3333333333,2151516.6666666665
G10,442.0,1178256430.0,1414421050.0,2665738.529411765,3200047.624434389
G11,6529.0,12190262390.0,14493353820.0,1867094.8675141674,2219842.827385511
G12,7101.0,82494311550.0,91615524270.0,11617280.88297423,12901777.815800592
G13,240.0,514314690.0,618410210.0,2142977.875,2576709.2083333335
G14,1652.0,469034860.0,659083610.0,283919.406779661,398961.0230024213
G20,140213.0,350237426830.0,421039828470.0,2497895.536291214,3002858.7111751405
G21,11183.0,8148829350.0,11304575670.0,728680.0813735133,1010871.471876956
G22,12151.0,5785332060.0,9295658690.0,476119.83046662825,765011.8253641676
G23,5878.0,10164424870.0,12338402010.0,1729231.8594760122,2099081.6621299763
G24,39035.0,5822078450.0,9870942850.0,149150.2100678878,252874.1603688997
G25,144764.0,15361990440.0,24755307760.0,106117.47699704346,171004.585117847
G26,189.0,26721000.0,49589350.0,141380.95238095237,262377.51322751323
G30,70126.0,60709747590.0,83664092630.0,865723.8055785301,1193053.8263981976
G31,277296.0,23031855930.0,29680131370.0,83058.73842392245,107034.11289740927
G32,1110.0,404876550.0,652253030.0,364753.64864864864,587615.3423423424
G35,3203.0,14009422150.0,15764343120.0,4373843.94317827,4921743.090852326
G36,3128.0,8841948740.0,10187670270.0,2826709.955242967,3256927.8356777495
G37,4489.0,6869618740.0,9585805760.0,1530322.7311205168,2135398.9218088663
G40,159438.0,74089820190.0,106038663950.0,464693.61250141123,665077.7352325042
G41,7859.0,44927145980.0,51812308320.0,5716649.189464308,6592735.503244688
G43,588201.0,41271076620.0,67162207740.0,70164.92086888665,114182.40999250257
G44,553753.0,56667687020.0,97001230770.0,102333.86910770687,175170.57382984832
G45,135213.0,46329084730.0,77805863270.0,342637.79910215735,575431.8243807917
G46,23442.0,5182065590.0,8277219040.0,221059.02184113982,353093.55174473167
G47,894870.0,107012211620.0,145845834480.0,119584.08664945746,162979.9127024037
G50,82424.0,12450787880.0,20297777700.0,151057.79724352132,246260.52727360962
G51,106788.0,32773124100.0,52095154500.0,306898.9408922351,487837.1586695134
G52,12625.0,2932255880.0,4832857880.0,232257.89148514852,382800.6241584158
G53,148714.0,15480115400.0,22558985880.0,104093.19499172909,151693.76037225817
G54,41467.0,7802281660.0,11538714740.0,188156.40533436227,278262.5880820894
G55,33497.0,7514470320.0,11373435410.0,224332.63635549453,339535.94083052216
G56,236450.0,48107214900.0,70706477510.0,203456.18481708606,299033.52721505606
G57,100854.0,12212141960.0,17627614090.0,121087.33376960755,174783.48989628573
G58,50769.0,4499826950.0,6619051870.0,88633.35795465737,130375.85672359116
G59,3455.0,246642790.0,371221300.0,71387.2040520984,107444.65991316932
G60,2652.0,1138778900.0,1436862920.0,429403.8084464555,541803.5143288084
G61,7233.0,29887515330.0,34740560380.0,4132104.9813355454,4803063.788193004
G62,58593.0,9842257290.0,16388532000.0,167976.67451743383,279701.1929752701
G63,50477.0,6248883340.0,10288305570.0,123796.64678962696,203821.65283198288
G64,30233.0,2076290240.0,3153087540.0,68676.28882347104,104292.90973439619
G70,11291.0,8825865810.0,10523285120.0,781672.6428128598,932006.4759542999
G71,7048.0,11347181120.0,12895041880.0,1609985.9704880817,1829602.9909194098
G72,3665.0,2063511740.0,3011036940.0,563031.8526603001,821565.3315143246
G73,664.0,349383380.0,443027140.0,526179.7891566266,667209.548192771
G80,12211.0,33981427330.0,41917475910.0,2782853.7654573745,3432763.566456474
G81,59719.0,560409907670.0,729320803820.0,9384114.062023811,12212542.136003617
G82,22236.0,185476334000.0,238217422190.0,8341263.446663069,10713141.850602627
G83,9377.0,9403286440.0,13152987030.0,1002803.2888983684,1402686.0435107178
G90,42355.0,12131950050.0,15707044540.0,286434.8967064101,370842.7467831425
G91,15639.0,32643984100.0,42452613730.0,2087344.7215295096,2714535.0553104416
G92,213.0,1090308050.0,1426051850.0,5118817.136150234,6695079.107981221
G93,40877.0,56281901660.0,73359134480.0,1376859.8884458253,1794631.0756660225
G94,396.0,1193922280.0,1505371120.0,3014955.2525252528,3801442.222222222
G95,24911.0,49613401220.0,66373135740.0,1991626.2382080206,2664410.7318052268
G96,3967.0,2488776740.0,3485946840.0,627369.9873960172,878736.2843458533
G97,729.0,683818570.0,926098760.0,938022.7297668038,1270368.669410151
G98,2590.0,606249650.0,959488650.0,234073.22393822393,370458.9382239382
G99,5365.0,4588200580.0,6364252470.0,855209.8005591799,1186253.9552656105
H00,1590001.0,57493958270.0,80913140850.0,36159.69944044061,50888.73582469445
H01,615720.0,23926514900.0,34889788390.0,38859.40833495745,56665.02369583577
H02,308106.0,49517673350.0,71409899170.0,160716.35524786924,231770.55678889732
H03,10036.0,359870910.0,518029790.0,35858.00219210841,51617.157233957754
H04,2710409.0,137338703950.0,192491694100.0,50670.84117194121,71019.42699422855
H05,17475.0,3054524710.0,5067083800.0,174793.9748211731,289961.8769670958
H06,20127.0,3253786380.0,7072457440.0,161662.7604710091,351391.5357480002
H10,4474810.0,152336841190.0,207906428060.0,34043.19763073739,46461.50966409747
H11,590753.0,30246196190.0,44312057920.0,51199.394992492635,75009.45051485139
H13,10420.0,331701190.0,504868990.0,31833.12763915547,48451.91842610365
H15,63093.0,2914413610.0,4489357330.0,46192.344792607735,71154.60241231199
H16,1433926.0,66916630930.0,96140519180.0,46666.7254307405,67047.05764453675
H17,20929.0,2155102050.0,3455426530.0,102972.0507429882,165102.3235701658
H18,60539.0,6699199180.0,10603959820.0,110659.2309090008,175159.15063017228
H19,342052.0,15807677490.0,22506262070.0,46214.25248207875,65797.77948966823
H20,82421.0,10859984740.0,17444615710.0,131762.35109984106,211652.56075514737
H21,6616.0,980671380.0,1499168990.0,148227.23397823458,226597.48941958888
H22,1492.0,200619630.0,275376880.0,134463.55898123325,184568.95442359248
H25,1426273.0,573481076480.0,737280890530.0,402083.66594614077,516928.30932787765
H26,481181.0,181980301060.0,255146837380.0,378195.10965728073,530251.2721408368
H27,20837.0,7885495760.0,10721951470.0,378437.19153429,514563.1074530883
H28,4226.0,1465689370.0,2027356300.0,346826.6374822527,479734.0984382395
H30,10347.0,2706731590.0,4307392400.0,261595.7852517638,416293.8436261718
H31,24205.0,4798732820.0,7805664990.0,198253.78310266475,322481.5116711423
H32,1266.0,156854600.0,268932080.0,123897.78830963666,212426.60347551343
H33,138656.0,58817796270.0,84379438860.0,424199.4307494807,608552.3804234941
H34,81632.0,23802668590.0,40785055340.0,291585.0229076833,499620.92488239903
H35,1375915.0,440063168250.0,586073650600.0,319833.1061511794,425951.9306061784
H36,461932.0,84841826430.0,138189862990.0,183667.35023769733,299156.2892157287
H40,1191184.0,185795456320.0,296922936470.0,155975.44654730085,249267.0624101734
H42,9078.0,1166107270.0,2023984450.0,128454.2046706323,222954.885437321
H43,306948.0,43908566040.0,62557889320.0,143048.8748582822,203806.14736046497
H44,25573.0,6488552250.0,10097087910.0,253726.67461776093,394833.92288742034
H45,397.0,138000250.0,198703210.0,347607.68261964736,500511.86397984886
H46,8778.0,3481097180.0,5808272610.0,396570.6516290727,661685.1913875598
H47,29699.0,4306937800.0,7207984780.0,145019.6235563487,242701.2619953534
H48,1085.0,157086510.0,270613100.0,144780.1935483871,249412.99539170507
H49,17692.0,5355117440.0,9113576710.0,302685.8150576532,515124.1640289396
H50,177103.0,29524862990.0,44682598110.0,166710.12343099777,252297.24008063105
H51,2748.0,275767440.0,442647240.0,100352.05240174673,161079.78165938865
H52,2566346.0,154724077960.0,220488598080.0,60289.64058626545,85915.38244648227
H53,112355.0,14325404830.0,26496567720.0,127501.26678830493,235829.0037826532
H54,9482.0,1049759040.0,1716150420.0,110710.71925754061,180990.3417000633
H55,3105.0,742329420.0,1221595160.0,239075.49758454107,393428.39291465376
H57,94562.0,5052317740.0,8454712050.0,53428.626086588694,89409.19238171782
H58,831.0,116639550.0,236460110.0,140360.4693140794,284548.8688327317
H59,1347.0,436978830.0,607415410.0,324408.93095768377,450939.428359317
H60,1649171.0,52588823330.0,70717539630.0,31888.03546145306,42880.65920999096
H61,717100.0,29993318400.0,41727184730.0,41825.85190350021,58188.79477060382
H62,40546.0,1703231630.0,2390509760.0,42007.38987816307,58957.9677403443
H65,630383.0,37774409940.0,52899231630.0,59922.95150725829,83916.01872195158
H66,1407546.0,94900314160.0,125644856880.0,67422.53124231819,89265.18698500795
H67,18299.0,819058150.0,1141448500.0,44759.721842723644,62377.643587081264
H68,181680.0,6943514250.0,9718524950.0,38218.37433949802,53492.541556583004
H69,80331.0,3635567340.0,5808391670.0,45257.339507786535,72305.73091334604
H70,2201.0,309444230.0,450961680.0,140592.56247160383,204889.4502498864
H71,15941.0,7125198630.0,10302268500.0,446973.1277837024,646274.9200175648
H72,17700.0,3171001790.0,4824872850.0,179152.64350282485,272591.68644067796
H73,73177.0,4712245140.0,6648683030.0,64395.167060688465,90857.5512797737
H74,8307.0,1600506120.0,2490022860.0,192669.5702419646,299749.9530516432
H75,1270.0,130006100.0,256727480.0,102367.00787401575,202147.6220472441
H80,643.0,189636650.0,290387480.0,294924.80559875583,451613.499222395
H81,1195479.0,192328539090.0,289988858050.0,160879.8975891672,242571.26896415578
H82,9328.0,711636020.0,1058840810.0,76290.31089193825,113512.09369639795
H83,13550.0,1238040550.0,1908032930.0,91368.30627306273,140814.23837638376
H90,513307.0,56831308850.0,91730371110.0,110716.02150370051,178704.69545515647
H91,330138.0,50766467930.0,82830949860.0,153773.47633413906,250897.95739963287
H92,91316.0,2642745350.0,4632875430.0,28940.660453808752,50734.54192036445
H93,409136.0,32988118670.0,52467792650.0,80628.73633706152,128240.46930604982
H94,258.0,7176370.0,9425250.0,27815.387596899225,36531.976744186046
H95,2246.0,328297850.0,479656620.0,146170.01335707924,213560.38290293855
I00,1428.0,262345970.0,371641790.0,183715.66526610643,260253.3543417367
I01,137.0,55507120.0,69982810.0,405161.4598540146,510823.43065693433
I02,27.0,2248920.0,3679920.0,83293.33333333333,136293.33333333334
I05,14904.0,22369420010.0,27661601090.0,1500900.430085883,1855985.043612453
I06,2049.0,1812543100.0,2359962370.0,884598.8775012201,1151762.99170327
I07,4285.0,7104505810.0,8595948840.0,1657994.3547257876,2006055.7386231038
I08,3638.0,13269331350.0,14887873280.0,3647424.7800989556,4092323.6063771304
I09,366.0,220596350.0,299683240.0,602722.2677595628,818806.6666666666
I10,7226848.0,931976509100.0,1239984656110.0,128960.30317781694,171580.2872995253
I11,315772.0,35008564020.0,60504285270.0,110866.58734783325,191607.50563697857
I12,16281.0,3850773320.0,5717891860.0,236519.45949266016,351200.286223205
I13,13981.0,2526758400.0,3498229040.0,180728.01659394894,250213.0777483728
I15,18973.0,3051819280.0,4801845340.0,160850.64460022136,253088.35397670374
I20,770928.0,475775359870.0,595502941620.0,617146.2962429695,772449.4915478488
I21,159017.0,407067985800.0,458832251380.0,2559902.311073659,2885428.9250834817
I22,631.0,231193890.0,297528860.0,366392.852614897,471519.587955626
I23,398.0,1759829530.0,1972389900.0,4421682.236180904,4955753.517587939
I24,3821.0,2965734720.0,3600388600.0,776167.160429207,942263.4388903428
I25,287558.0,189930332090.0,239419843910.0,660493.9945680524,832596.7071338652
I26,24618.0,36713301620.0,47868986080.0,1491319.4256235275,1944470.9594605572
I27,5205.0,17617853940.0,20251341440.0,3384794.2247838615,3890747.6349663786
I28,994.0,1473020400.0,1739939400.0,1481911.8712273643,1750442.0523138833
I30,2163.0,2505932800.0,3254474540.0,1158544.9838187702,1504611.4378178455
I31,10100.0,14469899680.0,18086733880.0,1432663.3346534653,1790765.7306930693
I32,315.0,258404200.0,329934310.0,820330.7936507936,1047410.5079365079
I33,3085.0,26540329690.0,30936208100.0,8603024.21069692,10027944.278768234
I34,23535.0,39757342830.0,48158676140.0,1689285.8648820906,2046257.749734438
I35,50088.0,167119783870.0,196998566150.0,3336523.396222648,3933049.156484587
I36,2624.0,4692052840.0,5597259600.0,1788129.893292683,2133101.9817073173
I37,1135.0,2342844910.0,2654314950.0,2064180.537444934,2338603.4801762113
I38,1269.0,649099490.0,909157400.0,511504.7202521671,716436.0914105595
I39,346.0,158927020.0,211051010.0,459326.64739884395,609974.0173410404
I40,1585.0,6274296240.0,7126754520.0,3958546.523659306,4496375.09148265
I41,105.0,29765970.0,39764740.0,283485.4285714286,378711.8095238095
I42,60724.0,92739472810.0,105875417990.0,1527229.3131216653,1743551.4457216258
I43,205.0,196876090.0,259512850.0,960371.1707317074,1265916.3414634147
I44,27244.0,50389670940.0,59269882930.0,1849569.4809866392,2175520.5891205403
I45,11381.0,7228543780.0,8676873480.0,635141.3566470434,762399.9191635181
I46,26341.0,79589193880.0,97585554740.0,3021494.7754451237,3704701.975627349
I47,63549.0,63389447280.0,73348183900.0,997489.2961336921,1154198.8685895924
I48,302590.0,227348036910.0,286468098660.0,751340.2191414125,946720.3101887042
I49,166947.0,70818119100.0,91628231270.0,424195.2182429154,548846.2282640599
I50,195855.0,203733740190.0,264738579740.0,1040227.4141073753,1351707.026831074
I51,46910.0,9848021030.0,15022402020.0,209934.36431464506,320238.79812406737
I52,54.0,20085700.0,29374000.0,371957.4074074074,543962.9629629629
I60,42070.0,243968334110.0,285963445050.0,5799104.685286428,6797324.579272641
I61,66764.0,498543082410.0,612421690300.0,7467244.059822659,9172932.872506142
I62,12525.0,55773458960.0,67588394100.0,4452970.775249501,5396278.97005988
I63,592566.0,1303042378370.0,1683291608120.0,2198982.6928477166,2840682.064310136
I64,24041.0,12797583100.0,19558484360.0,532323.2436254731,813547.0388087018
I65,166530.0,60089749210.0,88007258420.0,360834.37945114996,528476.901579295
I66,61088.0,20146971750.0,32298403520.0,329802.44483368256,528719.2823467784
I67,422885.0,337924066220.0,439631889380.0,799092.1083036759,1039601.521406529
I68,4226.0,1368383950.0,2204746850.0,323801.2186464742,521710.0922858495
I69,38583.0,27439111390.0,37517168180.0,711171.018064951,972375.6105020345
I70,126155.0,53390053480.0,74308700060.0,423209.9677381,589026.9910823987
I71,45933.0,163567546130.0,190229981490.0,3561002.8983519473,4141466.5162301613
I72,16313.0,15188126450.0,20968827270.0,931044.3480659596,1285405.9504689511
I73,249209.0,19934788380.0,27655143210.0,79992.24899582278,110971.68725848585
I74,7520.0,9326048290.0,12283861440.0,1240165.9960106383,1633492.2127659575
I77,14263.0,20812479310.0,26924874200.0,1459193.6696347191,1887742.7049007923
I78,11505.0,797196250.0,1141912790.0,69291.2863972186,99253.61060408517
I79,4301.0,925354680.0,1310815000.0,215148.72820274354,304769.820971867
I80,34226.0,14915772330.0,20745948970.0,435802.38210717,606145.882370128
I81,1500.0,1412758660.0,1923587780.0,941839.1066666667,1282391.8533333333
I82,4500.0,2049923130.0,2681725990.0,455538.4733333333,595939.1088888888
I83,291125.0,40231298460.0,56020018420.0,138192.5236925719,192425.99714899098
I85,3380.0,6863097190.0,8639049760.0,2030502.127218935,2555931.8816568046
I86,23665.0,11652570980.0,15578888960.0,492396.82991759985,658309.2736108176
I87,162834.0,9407221020.0,13852985770.0,57771.84752570102,85074.28282791063
I88,82633.0,9066762320.0,13374860710.0,109723.26213498239,161858.5880943449
I89,39617.0,6115587940.0,8944057740.0,154367.76989676149,225763.1254259535
I95,45595.0,7796335860.0,11426878190.0,170991.02664765873,250616.91391599955
I97,2299.0,1507538340.0,1862308070.0,655736.5550239234,810051.3571117878
I98,2030.0,4596896380.0,5816038120.0,2264480.975369458,2865043.408866995
I99,18307.0,2244645700.0,3663878980.0,122611.33446222756,200135.41159119463
J00,4615298.0,134210806680.0,176488521640.0,29079.553840293735,38239.897324073114
J01,4136004.0,174741136860.0,236541867960.0,42248.78333289813,57190.918567777015
J02,5031462.0,157831903910.0,210653514130.0,31368.994520876833,41867.257296189455
J03,5002949.0,172561120840.0,228977352600.0,34491.88085667074,45768.476272694366
J04,3251799.0,103891280780.0,139340955320.0,31948.863007830434,42850.42074248747
J05,102255.0,13020255300.0,15994979370.0,127331.23368050462,156422.46706762505
J06,6260719.0,188517785870.0,253231706330.0,30111.203820200204,40447.70358324659
J09,93140.0,4257816900.0,5517504560.0,45714.160403693364,59238.829289242
J10,2266024.0,156475925750.0,193337073660.0,69053.0752322129,85319.95850882426
J11,1361877.0,56705865320.0,74260214790.0,41638.02261143995,54527.84266861104
J12,76890.0,58540123960.0,68763223270.0,761348.991546365,894306.4542853427
J13,3981.0,5620920180.0,6859425990.0,1411936.7445365486,1723040.9419743782
J14,6449.0,6647177120.0,7978482300.0,1030729.8992091797,1237165.8086525043
J15,243963.0,119615278380.0,150661703190.0,490300.8996446182,617559.6430196383
J16,11748.0,2470346040.0,3144459770.0,210278.00817160367,267659.1564521621
J17,3913.0,3055018080.0,3842279290.0,780735.5175057501,981926.7288525428
J18,1069269.0,735556049670.0,926911627260.0,687905.5220622687,866864.7714092525
J20,17302994.0,931670243230.0,1232579836110.0,53844.45277100599,71235.06117553991
J21,1037073.0,70429246010.0,87680296340.0,67911.56071944791,84545.92525309212
J22,650494.0,19471617460.0,25923128330.0,29933.585029223945,39851.44879122636
J30,7487883.0,264013829550.0,359093294980.0,35258.80807031841,47956.58465550276
J31,770990.0,26000544220.0,35651072040.0,33723.58165475557,46240.6413053347
J32,2226028.0,155439980850.0,218077223280.0,69828.4032590785,97966.9722393429
J33,73062.0,15853779860.0,25675825290.0,216990.77304207385,351425.16342284635
J34,1232180.0,93949865090.0,138602765610.0,76246.86741385187,112485.81019818533
J35,485006.0,46247312720.0,62599147340.0,95354.10432035892,129068.81015904958
J36,606726.0,24564739030.0,33373620840.0,40487.368317823864,55006.08320724677
J37,404727.0,16175185390.0,24303608110.0,39965.669179471595,60049.38664828391
J38,660749.0,44867644790.0,65891486270.0,67904.21898481874,99722.41542552467
J39,471965.0,26155560530.0,37516534100.0,55418.432574449376,79490.07680654286
J40,2389798.0,96834330230.0,134120230990.0,40519.88085603888,56121.99482550408
J41,307611.0,9918567550.0,13052962000.0,32243.864978820653,42433.33950996551
J42,315931.0,14689981120.0,20895460150.0,46497.43494623826,66139.31570501154
J43,31879.0,6492853900.0,10130748310.0,203671.81843847048,317787.51874274603
J44,200430.0,96500510580.0,136150591510.0,481467.3979943122,679292.4787207504
J45,1047754.0,93180151320.0,137328029100.0,88933.23367889792,131068.96189372697
J46,24181.0,7822775570.0,10661315150.0,323509.1836565899,440896.3711178198
J47,88570.0,21059276560.0,33862277130.0,237769.86067517218,382322.1985999774
J60,1009.0,374102520.0,534906370.0,370765.6293359762,530135.153617443
J61,1168.0,141752100.0,287258140.0,121363.0993150685,245940.18835616438
J62,446.0,75459690.0,129509480.0,169192.13004484304,290380.0
J63,111.0,58961150.0,84010400.0,531181.5315315315,756850.4504504504
J64,3847.0,745614850.0,1083669420.0,193817.2212113335,281692.07694307255
J65,62.0,63315500.0,83943880.0,1021217.7419354839,1353933.5483870967
J66,14.0,499270.0,768270.0,35662.142857142855,54876.42857142857
J67,853.0,698986470.0,980444470.0,819444.8651817116,1149407.3505275499
