day,veteran_patients,general_patients,total_patients,occupied_beds,bed_utilization_rate,veteran_revenue,general_revenue,total_revenue,doctor_efficiency,specialization_effect
237,78,27,105,169,0.8459158303001157,3287504.764586961,1946240.322500807,5233745.087087768,0.05323809523809524,1.2708
238,73,40,113,157,0.7887683425001488,3850769.016143962,2890129.7744436366,6740898.790587598,0.049491150442477885,1.2711
239,67,37,104,153,0.7699316178024393,3457126.9479377503,2488473.854874626,5945600.802812376,0.05379807692307693,1.2713999999999999
240,74,33,107,165,0.8276244977208574,3782848.229603925,3000133.073513095,6782981.30311702,0.052313084112149535,1.2717
241,70,34,104,161,0.8061148751516143,3690154.3101627356,2733289.9391285917,6423444.249291327,0.053846153846153856,1.272
242,68,35,103,153,0.7668549541224526,2923114.207588104,3289881.488092343,6212995.695680447,0.05439320388349515,1.2723
243,59,31,90,152,0.7640796367215402,3214002.6911986102,2406852.479783577,5620855.170982188,0.06227777777777778,1.2726
244,76,39,115,162,0.8139497081111902,3482568.1197612924,3789286.527865297,7271854.64762659,0.048760869565217385,1.2729
245,64,26,90,166,0.8316888440466049,3332415.7111844793,2041460.1669534366,5373875.878137916,0.06233333333333333,1.2731999999999999
246,70,31,101,158,0.7926498999185756,3837357.690878218,3028209.7043946553,6865567.395272873,0.05556930693069308,1.2734999999999999
247,62,34,96,159,0.7955858975824373,3899709.8946728385,2501400.5175122335,6401110.412185072,0.058489583333333345,1.2738
248,89,30,119,154,0.7723205879146003,4703197.470237448,2790815.189550849,7494012.6597882975,0.04720588235294118,1.2741
249,67,31,98,154,0.7709159543025679,3010056.4952178895,2318979.1688236305,5329035.66404152,0.05734693877551021,1.2744
250,62,27,89,152,0.761501338447068,3172473.6326551316,1823926.5404200165,4996400.173075148,0.0631741573033708,1.2747
251,77,28,105,140,0.7003132178714273,3994011.7793913153,2514997.8543140176,6509009.633705333,0.05357142857142857,1.275
252,66,23,89,164,0.8209509504683024,3067346.087599725,1829738.4897109822,4897084.577310707,0.0632303370786517,1.2752999999999999
253,75,32,107,165,0.8269377996223185,3404747.402595238,2603356.370953236,6008103.773548474,0.05261682242990654,1.2755999999999998
254,60,27,87,150,0.7548046179267606,2779341.01722307,2426996.1258454546,5206337.143068524,0.06474137931034483,1.2759
255,81,31,112,149,0.7453843617663711,3921854.577873605,2780848.2295948374,6702702.807468442,0.05031250000000001,1.2762
256,77,26,103,163,0.8196658919697186,3923938.909848662,2015703.7754458797,5939642.6852945415,0.054733009708737866,1.2765
257,71,32,103,167,0.8354054338344296,3889629.3224620773,2358786.698109965,6248416.020572042,0.05475728155339807,1.2768
258,57,31,88,165,0.8253995663456273,2535540.517240446,1946083.1329477844,4481623.65018823,0.0641193181818182,1.2771
259,78,27,105,159,0.7996964544230054,4227011.40203614,2177675.1414462742,6404686.5434824135,0.05376190476190476,1.2773999999999999
260,74,26,100,157,0.7854862727905675,3798935.156206604,2146913.143688771,5945848.299895375,0.056475,1.2776999999999998
261,70,24,94,158,0.7912520121652296,3235489.194177504,2023009.8899655174,5258499.084143022,0.0601063829787234,1.278
262,64,28,92,159,0.7995440501677898,3547486.581066105,2346332.4041651096,5893818.985231215,0.06144021739130435,1.2783
263,74,27,101,173,0.8695103774508657,3906389.813350189,2162236.16588617,6068625.979236359,0.05599009900990099,1.2786
264,57,31,88,156,0.7847387647822667,2676289.0223846044,2433631.1168596093,5109920.139244214,0.06428977272727274,1.2789
265,74,28,102,159,0.7964750610970455,3880005.6082156943,2254442.268917467,6134447.877133161,0.05549019607843138,1.2792
266,52,29,81,158,0.7927956222139193,2285479.366861312,2459183.4653591197,4744662.832220431,0.0699074074074074,1.2794999999999999
267,87,30,117,157,0.7893278564534897,4998465.869529729,2435680.189728507,7434146.059258236,0.04841880341880342,1.2798
268,65,33,98,156,0.7848765156755936,3123842.5339741004,2684989.8827071288,5808832.416681229,0.057831632653061224,1.2801
269,72,31,103,164,0.8218469084873176,4028632.6589230825,2715489.4255894483,6744122.084512531,0.05504854368932039,1.2804
270,55,31,86,169,0.8467159955619638,2374108.3579357592,2424258.1803306146,4798366.538266374,0.0659593023255814,1.2807
271,57,32,89,165,0.8270731364102395,3066359.2206862546,2412413.3374139597,5478772.558100214,0.06376404494382024,1.281
272,53,27,80,163,0.8195902002701274,2258088.434274856,2199605.7426722976,4457694.176947154,0.07096875,1.2812999999999999
273,73,28,101,161,0.8059790184207077,3294829.8365782322,2508032.016372846,5802861.852951078,0.056237623762376246,1.2815999999999999
274,69,31,100,150,0.7533366020463402,3297067.623338929,2260568.9269213285,5557636.550260257,0.05682500000000001,1.2819
275,75,25,100,146,0.7314049428534323,3144914.4757962218,2294234.065498722,5439148.541294944,0.056850000000000005,1.2822
276,65,34,99,170,0.8519952343698038,3053174.9495855193,3216674.6420847666,6269849.591670286,0.05744949494949495,1.2825
277,73,36,109,180,0.9,3428914.053103782,3093723.4671386806,6522637.520242462,0.05220183486238532,1.2828
278,78,27,105,175,0.8780755598363427,3912481.618135649,1997261.7400052242,5909743.358140873,0.054214285714285715,1.2831
279,71,36,107,180,0.9,3598470.042534372,2774787.3932221127,6373257.435756484,0.05322429906542057,1.2833999999999999
280,67,37,104,150,0.7514192980744675,3752138.6591613824,2765559.2934244666,6517697.952585849,0.05478365384615385,1.2837
281,66,25,91,171,0.8592852077331499,3537254.592519472,2199209.537161163,5736464.129680635,0.06263736263736265,1.284
282,61,33,94,175,0.8750666825977744,2951582.6491531483,2573780.0836558673,5525362.732809016,0.06066489361702128,1.2843
283,84,32,116,164,0.8227943886040804,5109300.984858455,2395259.3330226834,7504560.317881139,0.04918103448275862,1.2846
284,78,34,112,162,0.8134296139431629,4496102.686300888,2858131.3257107777,7354234.012011666,0.05095982142857144,1.2849
285,81,27,108,156,0.7817523635228558,3710120.0847277027,1934321.2140914565,5644441.298819159,0.05287037037037037,1.2852
286,61,21,82,148,0.7448395817139158,2982517.6448063394,1633495.3656186613,4616013.010425,0.06966463414634147,1.2854999999999999
287,78,28,106,168,0.8430236744179873,3672599.7989581143,2202564.736111844,5875164.535069958,0.053915094339622646,1.2858
288,72,34,106,176,0.8803672788009996,3776750.98258977,2919886.7578055505,6696637.740395321,0.05393867924528302,1.2861
289,82,28,110,161,0.8090510779351854,3568298.9013381028,2329530.1011925917,5897829.002530694,0.052000000000000005,1.2864
290,65,32,97,165,0.8293182009377547,3652441.998215932,2565445.523644432,6217887.521860364,0.05899484536082474,1.2867
291,80,27,107,162,0.8120376589744285,5040673.245672158,2282150.0834564134,7322823.329128571,0.05350467289719627,1.287
292,63,23,86,163,0.819057919244139,3556272.117536065,1963865.3686336726,5520137.486169738,0.06659883720930233,1.2872999999999999
293,66,37,103,157,0.7895488371356988,3019328.250110931,2788165.058857802,5807493.308968733,0.05563106796116505,1.2875999999999999
294,83,28,111,163,0.8197335764911491,3653708.5292553985,2339590.9976813113,5993299.52693671,0.05164414414414415,1.2879
295,78,39,117,158,0.7932991416663542,3905728.3959443867,2875111.726318341,6780840.1222627275,0.04901709401709402,1.2882
296,77,35,112,164,0.8209766221953514,3508315.5115461913,2677511.6759094447,6185827.1874556355,0.05122767857142858,1.2885
297,76,37,113,177,0.8863481925616703,3648138.2494664514,3026506.6788225584,6674644.928289009,0.05079646017699115,1.2888
298,74,41,115,142,0.7119595594009612,3135507.163609065,3694127.5859241155,6829634.74953318,0.04993478260869565,1.2891
299,75,25,100,154,0.7717876200671306,3819206.738698889,2308421.9905135753,6127628.729212465,0.05745,1.2893999999999999
300,90,30,120,172,0.8604183115296572,4960828.136615158,2542206.467808284,7503034.604423442,0.04789583333333334,1.2896999999999998
301,76,38,114,151,0.7590900558288847,3798717.7061838387,2988263.874752422,6786981.5809362605,0.05043859649122806,1.29
302,74,28,102,169,0.8477652604285256,3732710.5479279836,2570966.7381563787,6303677.286084362,0.05639705882352942,1.2903
303,64,30,94,152,0.7641588839698598,2602708.2825366207,2380156.6353977523,4982864.917934373,0.06122340425531915,1.2906
304,79,27,106,166,0.8315405842277389,3545446.204389964,2560483.9943281845,6105930.198718149,0.05431603773584906,1.2909
305,87,33,120,157,0.7886757950575084,3932643.932025287,2541737.411117242,6474381.343142529,0.048,1.2912
306,89,30,119,175,0.8771621764136095,4232462.007305108,2131291.816010637,6363753.823315745,0.04842436974789917,1.2914999999999999
307,70,39,109,163,0.8161583857092392,3448339.094795466,2974596.611417108,6422935.706212575,0.05288990825688074,1.2917999999999998
308,66,25,91,154,0.7733649580169045,2913927.444215605,1425547.5573436702,4339475.001559275,0.06337912087912088,1.2921
309,81,27,108,176,0.8830629607273935,3864876.0160825597,2029922.1949618554,5894798.211044415,0.053425925925925925,1.2924
310,74,40,114,163,0.8150895949909733,3983449.703002335,3592618.631642978,7576068.334645313,0.0506359649122807,1.2927
311,74,34,108,151,0.756100870662172,3394054.269005252,2658397.741402785,6052452.010408036,0.05347222222222223,1.293
312,85,29,114,151,0.7598410524659828,4884392.641807796,2257099.324558124,7141491.96636592,0.050679824561403505,1.2933
313,72,38,110,140,0.7,3918256.342689978,3264000.5447160993,7182256.887406077,0.05254545454545454,1.2935999999999999
314,75,32,107,165,0.825796960885205,3164045.3036675462,2424562.5145993484,5588607.818266895,0.054042056074766365,1.2939
315,78,42,120,162,0.8146778966083316,3370933.0961968717,3516720.474097665,6887653.570294537,0.04820833333333334,1.2942
316,72,39,111,171,0.8582369677228586,3335547.032352702,2867201.2396515133,6202748.272004215,0.05213963963963964,1.2945
317,85,29,114,149,0.7492089090510802,4276213.936185388,2419485.428076693,6695699.364262081,0.05078947368421052,1.2948
318,85,35,120,156,0.7816486080458339,3898274.156224294,2824120.287252985,6722394.443477279,0.04827083333333334,1.2951
319,65,35,100,164,0.8218279902078834,3543778.8233530135,2138378.9180482854,5682157.741401299,0.05795,1.2953999999999999
320,73,28,101,180,0.9,3657589.703301524,2076927.3411646737,5734517.0444661975,0.0574009900990099,1.2956999999999999
321,83,28,111,153,0.7677017910437732,3818335.3172401446,2131865.451031225,5950200.76827137,0.05225225225225225,1.296
322,72,31,103,176,0.8812339229234781,3716308.5383217707,2417416.331472681,6133724.869794452,0.05633495145631069,1.2963
323,72,39,111,168,0.844155488857358,3571978.609075391,3063690.266959725,6635668.876035117,0.052297297297297304,1.2966
324,85,35,120,152,0.7624104474952408,4068798.021612644,3121564.798575091,7190362.820187735,0.04839583333333334,1.2969
325,75,41,116,169,0.8459614467287602,3499445.967922877,3894441.670599355,7393887.638522232,0.05008620689655172,1.2972
326,81,39,120,172,0.8640508180867557,4077481.4817635985,3386065.386638133,7463546.868401731,0.04843750000000001,1.2974999999999999
327,78,42,120,153,0.7678225083841269,4301684.718856652,3247515.4884122023,7549200.207268855,0.04845833333333334,1.2978
328,72,39,111,164,0.8211799532796731,4342508.970927533,2786929.730752667,7129438.7016802,0.052409909909909916,1.2981
329,87,30,117,159,0.7960179304377143,4546781.731368634,2145025.5532447486,6691807.284613382,0.04974358974358974,1.2984
330,82,38,120,169,0.8492864997839932,4586828.2811415475,3827227.347173658,8414055.628315207,0.04852083333333334,1.2987
331,85,35,120,161,0.8097192150788668,4099904.3255554573,2894775.4761692733,6994679.80172473,0.04854166666666667,1.299
332,80,34,114,173,0.865879876780398,3597382.9738881434,3030046.9686271003,6627429.942515244,0.05111842105263158,1.2993
333,83,37,120,140,0.7,3897753.875355811,3343910.385782088,7241664.261137899,0.04858333333333333,1.2995999999999999
334,77,42,119,154,0.7747612539385892,4173638.7102042525,3543702.4789156634,7717341.189119916,0.049012605042016814,1.2999
335,79,37,116,156,0.780412092547809,3585647.9771230915,3438151.2040829547,7023799.181206046,0.05030172413793104,1.3002
336,87,29,116,175,0.8760658025961227,4784265.240694363,2219864.087449413,7004129.328143775,0.050323275862068965,1.3005
337,83,37,120,150,0.7548149069634936,4284609.101914465,2611004.2218166986,6895613.3237311635,0.04866666666666667,1.3008
338,81,39,120,162,0.810057982793642,4164731.587976188,3039221.648204328,7203953.236180516,0.04868750000000001,1.3011
339,81,39,120,168,0.8435648648728623,3504878.2295000665,3159430.4288184806,6664308.6583185475,0.04870833333333334,1.3014
340,78,42,120,153,0.7661127514737575,4100424.0613669767,3420339.478731705,7520763.540098682,0.04872916666666667,1.3016999999999999
341,86,34,120,166,0.8317360734280885,4777170.932041177,2831470.6746845553,7608641.606725732,0.04875,1.302
342,88,32,120,178,0.8949940967447608,4341641.151591668,2310520.498004316,6652161.649595983,0.04877083333333334,1.3023
343,83,37,120,140,0.7,4501679.996017425,2801542.856957639,7303222.852975065,0.04879166666666667,1.3026
344,85,35,120,161,0.8095249839889533,4551517.022284092,2678063.816240444,7229580.838524536,0.0488125,1.3029
345,82,38,120,167,0.8369405240443752,4352300.668445352,2755626.634578443,7107927.303023796,0.04883333333333333,1.3032
346,80,40,120,168,0.8404028899140573,4146914.925360536,3788218.7765744394,7935133.701934976,0.04885416666666668,1.3034999999999999
347,81,39,120,159,0.7990290197056135,3927212.1879521185,3369581.8734059194,7296794.061358038,0.04887500000000001,1.3037999999999998
348,68,38,106,149,0.7466098539210404,3723104.5812710156,3560026.4652649052,7283131.04653592,0.05535377358490566,1.3041
349,82,38,120,160,0.8035026081556591,4576370.104069358,2758084.6472060652,7334454.751275423,0.04891666666666667,1.3044
350,89,31,120,165,0.8250547084969923,4534363.81938644,2728259.430956651,7262623.250343092,0.04893750000000001,1.3047
351,68,25,93,153,0.7672962158436288,2777584.8150688047,2102240.5199049963,4879825.334973801,0.06317204301075269,1.305
352,83,37,120,169,0.8476437273601469,4819095.4770652875,3349214.678260878,8168310.155326165,0.04897916666666667,1.3053
353,88,32,120,160,0.8037716819450796,3695135.042765246,2497008.0030387333,6192143.045803979,0.049,1.3055999999999999
354,88,30,118,158,0.7912057093783832,4454210.114985174,2532356.490249712,6986566.605234886,0.04985169491525423,1.3058999999999998
355,90,30,120,153,0.7688675319132774,4587573.354856759,2221807.0594324684,6809380.414289228,0.04904166666666667,1.3062
356,75,38,113,159,0.7981481601475794,3589011.6658060276,2829504.0221183477,6418515.687924376,0.052101769911504434,1.3065
357,77,35,112,144,0.7247639812984499,4142621.546020497,2823083.1308216606,6965704.676842158,0.05258928571428572,1.3068
358,76,36,112,152,0.7623921797204709,3921286.313959289,3266049.7284546653,7187336.042413954,0.052611607142857154,1.3071
359,75,32,107,158,0.791993360221668,4001752.5286689242,2614578.3368288483,6616330.865497773,0.05509345794392524,1.3074
360,82,38,120,152,0.7601987071598256,4541162.926825426,3046478.7411962706,7587641.668021696,0.04914583333333334,1.3076999999999999
361,83,37,120,152,0.7645796616544769,3521808.527065677,2426270.6558282403,5948079.182893917,0.04916666666666667,1.3079999999999998
362,79,33,112,165,0.8254362511614968,3325429.672697307,2876290.1149160946,6201719.787613401,0.05270089285714286,1.3083
363,84,36,120,176,0.8806110314127713,4576672.512663524,2802663.17340312,7379335.686066644,0.04920833333333334,1.3086
364,78,42,120,152,0.764042334037879,3817659.206857199,3028307.6788772023,6845966.885734402,0.04922916666666667,1.3089
365,84,36,120,157,0.7887572009095961,3926998.916054147,2928572.5455264174,6855571.461580564,0.04925,1.3092
