코드그룹,년도,지역,구분,국비,사비,합계
S83,2022,대전,질병,10,4,14
S83,2022,부산,질병,9,4,13
S83,2022,서울,질병,3,12,15
S83,2022,인천,질병,0,1,1
S83,2023,광주,질병,6,7,13
S83,2023,대구,질병,6,4,10
S83,2023,대전,질병,8,9,17
S83,2023,부산,질병,6,1,7
S83,2023,서울,질병,4,4,8
S83,2023,인천,질병,3,2,5
S84,2023,대전,질병,1,0,1
S85,2021,대구,질병,1,0,1
S85,2023,광주,질병,2,0,2
S86,2019,광주,질병,1,3,4
S86,2019,대구,질병,1,2,3
S86,2019,대전,질병,2,0,2
S86,2019,서울,질병,2,1,3
S86,2019,인천,질병,1,0,1
S86,2020,광주,질병,0,1,1
S86,2020,대구,질병,1,2,3
S86,2020,대전,질병,1,0,1
S86,2021,광주,질병,1,0,1
S86,2021,대구,질병,1,1,2
S86,2021,대전,질병,1,0,1
S86,2021,부산,질병,1,0,1
S86,2021,서울,질병,1,2,3
S86,2021,인천,질병,1,2,3
S86,2022,광주,질병,1,0,1
S86,2022,대구,질병,1,0,1
S86,2022,대전,질병,1,0,1
S86,2022,서울,질병,1,2,3
S86,2023,광주,질병,3,3,6
S86,2023,대전,질병,2,1,3
S86,2023,서울,질병,4,4,8
S86,2023,인천,질병,1,0,1
S87,2019,서울,질병,0,1,1
S88,2019,대전,질병,2,0,2
S88,2019,서울,질병,2,1,3
S88,2020,서울,질병,0,2,2
S88,2021,대전,질병,3,0,3
S88,2022,광주,질병,0,1,1
S88,2022,대전,질병,3,0,3
S88,2023,대전,질병,2,0,2
S89,2019,대구,질병,1,0,1
S89,2020,광주,질병,0,1,1
S89,2022,대전,질병,0,1,1
S89,2023,대구,질병,1,0,1
S90,2019,광주,질병,1,0,1
S90,2019,대전,질병,2,1,3
S90,2019,부산,질병,10,0,10
S90,2019,서울,질병,0,1,1
S90,2020,광주,질병,1,0,1
S90,2020,대구,질병,2,0,2
S90,2020,서울,질병,1,2,3
S90,2021,부산,질병,2,0,2
S90,2021,서울,질병,0,1,1
S90,2022,대구,질병,2,0,2
S90,2022,서울,질병,1,0,1
S90,2023,대구,질병,1,1,2
S90,2023,대전,질병,0,1,1
S90,2023,서울,질병,2,2,4
S91,2019,광주,질병,1,2,3
S91,2019,대구,질병,1,0,1
S91,2019,대전,질병,2,0,2
S91,2019,서울,질병,1,1,2
S91,2020,광주,질병,0,1,1
S91,2020,대구,질병,1,0,1
S91,2020,대전,질병,2,1,3
S91,2021,광주,질병,0,1,1
S91,2021,대전,질병,1,0,1
S91,2021,서울,질병,1,0,1
S91,2022,대전,질병,1,1,2
S91,2022,서울,질병,3,0,3
S91,2023,광주,질병,3,0,3
S91,2023,대구,질병,2,0,2
S91,2023,서울,질병,0,2,2
S92,2019,광주,질병,17,6,23
S92,2019,대구,질병,6,4,10
S92,2019,대전,질병,8,8,16
S92,2019,부산,질병,10,1,11
S92,2019,서울,질병,9,14,23
S92,2020,광주,질병,15,10,25
S92,2020,대구,질병,9,11,20
S92,2020,대전,질병,17,6,23
S92,2020,서울,질병,6,13,19
S92,2020,인천,질병,1,0,1
S92,2021,광주,질병,9,9,18
S92,2021,대구,질병,2,11,13
S92,2021,대전,질병,7,6,13
S92,2021,부산,질병,7,2,9
S92,2021,서울,질병,12,19,31
S92,2022,광주,질병,1,6,7
S92,2022,대구,질병,9,4,13
S92,2022,대전,질병,6,11,17
S92,2022,부산,질병,6,0,6
S92,2022,서울,질병,10,20,30
S92,2023,광주,질병,5,7,12
S92,2023,대구,질병,13,2,15
S92,2023,대전,질병,7,11,18
S92,2023,부산,질병,4,4,8
S92,2023,서울,질병,10,14,24
S92,2023,인천,질병,2,4,6
S93,2019,광주,질병,3,11,14
S93,2019,대구,질병,2,2,4
S93,2019,대전,질병,1,1,2
S93,2019,부산,질병,4,0,4
S93,2019,서울,질병,1,4,5
S93,2019,인천,질병,0,2,2
S93,2020,광주,질병,3,12,15
S93,2020,대구,질병,2,3,5
S93,2020,대전,질병,0,2,2
S93,2020,서울,질병,1,2,3
S93,2021,광주,질병,3,4,7
S93,2021,대구,질병,1,1,2
S93,2021,대전,질병,1,1,2
S93,2021,부산,질병,5,2,7
S93,2021,서울,질병,3,3,6
S93,2022,광주,질병,0,4,4
S93,2022,대전,질병,1,1,2
S93,2022,부산,질병,4,1,5
S93,2022,서울,질병,3,5,8
S93,2023,광주,질병,3,4,7
S93,2023,대전,질병,1,3,4
S93,2023,부산,질병,2,0,2
S93,2023,서울,질병,2,1,3
S94,2019,대구,질병,1,0,1
S94,2020,대구,질병,1,0,1
S94,2021,대구,질병,1,0,1
S96,2019,광주,질병,1,0,1
S96,2019,부산,질병,1,0,1
S96,2019,서울,질병,1,0,1
S96,2020,광주,질병,1,0,1
S96,2020,대구,질병,1,0,1
S96,2021,광주,질병,0,1,1
S96,2021,대구,질병,1,0,1
S96,2022,대구,질병,3,0,3
S96,2023,대구,질병,2,0,2
S96,2023,서울,질병,0,1,1
S97,2019,서울,질병,1,0,1
S97,2020,대구,질병,0,1,1
S97,2020,서울,질병,0,1,1
S97,2023,대구,질병,2,0,2
S98,2019,인천,질병,2,0,2
S99,2019,부산,질병,2,0,2
S99,2019,서울,질병,1,0,1
S99,2021,광주,질병,0,2,2
S99,2021,부산,질병,1,1,2
S99,2022,부산,질병,2,2,4
S99,2022,서울,질병,1,1,2
S99,2023,부산,질병,1,0,1
T00,2019,광주,질병,0,3,3
T00,2019,부산,질병,1,0,1
T00,2019,서울,질병,0,2,2
T00,2020,광주,질병,4,5,9
T00,2020,대구,질병,1,0,1
T00,2021,광주,질병,6,11,17
T00,2021,대전,질병,2,1,3
T00,2022,광주,질병,2,7,9
T00,2022,대구,질병,1,0,1
T00,2022,대전,질병,1,1,2
T00,2022,부산,질병,0,1,1
T00,2022,서울,질병,1,1,2
T00,2023,광주,질병,2,4,6
T00,2023,대구,질병,1,0,1
T00,2023,대전,질병,1,0,1
T00,2023,부산,질병,0,1,1
T00,2023,서울,질병,1,0,1
T01,2019,부산,질병,0,1,1
T02,2019,광주,질병,0,1,1
T02,2019,인천,질병,0,1,1
T02,2023,서울,질병,0,1,1
T03,2019,대구,질병,0,1,1
T03,2020,서울,질병,0,1,1
T04,2020,대전,질병,0,1,1
T05,2023,서울,질병,0,2,2
T07,2020,광주,질병,1,0,1
T07,2020,대구,질병,0,1,1
T07,2021,광주,질병,0,1,1
T08,2019,광주,질병,3,2,5
T08,2019,부산,질병,4,3,7
T08,2019,서울,질병,4,5,9
T08,2019,인천,질병,0,3,3
T08,2020,광주,질병,1,0,1
T08,2020,서울,질병,1,5,6
T08,2020,인천,질병,1,2,3
T08,2021,광주,질병,0,1,1
T08,2021,부산,질병,1,0,1
T08,2021,서울,질병,0,1,1
T08,2022,대구,질병,1,0,1
T08,2022,부산,질병,0,1,1
T08,2022,서울,질병,1,0,1
T08,2023,부산,질병,2,1,3
T08,2023,서울,질병,1,1,2
T09,2019,광주,질병,2,1,3
T09,2019,대구,질병,0,1,1
T09,2019,대전,질병,2,0,2
T09,2019,부산,질병,1,0,1
T09,2019,서울,질병,5,1,6
T09,2020,광주,질병,3,1,4
T09,2020,대구,질병,1,0,1
T09,2020,대전,질병,1,0,1
T09,2020,서울,질병,2,0,2
T09,2021,광주,질병,2,1,3
T09,2021,대전,질병,1,1,2
T09,2021,부산,질병,2,3,5
T09,2021,서울,질병,0,2,2
T09,2022,광주,질병,4,0,4
T09,2022,부산,질병,2,0,2
T09,2022,서울,질병,0,1,1
T09,2023,광주,질병,3,0,3
T09,2023,대전,질병,1,0,1
T09,2023,부산,질병,1,1,2
T09,2023,서울,질병,1,1,2
T10,2021,광주,질병,1,0,1
T11,2020,서울,질병,1,0,1
T11,2021,서울,질병,0,1,1
T13,2019,광주,질병,0,1,1
T13,2019,부산,질병,1,0,1
T13,2020,광주,질병,1,1,2
T13,2020,대구,질병,2,0,2
T13,2020,대전,질병,0,1,1
T13,2021,부산,질병,1,0,1
T13,2022,대구,질병,1,0,1
T13,2022,서울,질병,1,1,2
T13,2023,광주,질병,1,0,1
T14,2019,광주,질병,2,2,4
T14,2019,대구,질병,8,2,10
T14,2019,대전,질병,0,2,2
T14,2019,부산,질병,8,0,8
T14,2019,서울,질병,8,9,17
T14,2019,인천,질병,0,1,1
T14,2020,광주,질병,3,9,12
T14,2020,대구,질병,1,3,4
T14,2020,서울,질병,5,5,10
T14,2020,인천,질병,1,1,2
T14,2021,광주,질병,15,8,23
T14,2021,대구,질병,1,0,1
T14,2021,부산,질병,2,2,4
T14,2021,서울,질병,6,1,7
T14,2022,광주,질병,4,6,10
T14,2022,대구,질병,3,0,3
T14,2022,대전,질병,4,0,4
T14,2022,부산,질병,4,0,4
T14,2022,서울,질병,0,1,1
T14,2023,광주,질병,7,5,12
T14,2023,대구,질병,2,0,2
T14,2023,대전,질병,0,3,3
T14,2023,부산,질병,6,1,7
T14,2023,서울,질병,3,2,5
T15,2019,서울,질병,1,0,1
T15,2020,서울,질병,1,0,1
T16,2022,서울,질병,1,0,1
T17,2019,광주,질병,0,1,1
T17,2019,대구,질병,1,0,1
T17,2019,서울,질병,11,2,13
T17,2020,대구,질병,1,1,2
T17,2020,서울,질병,5,5,10
T17,2021,대구,질병,1,0,1
T17,2021,서울,질병,2,1,3
T17,2022,서울,질병,5,1,6
T17,2023,부산,질병,1,0,1
T17,2023,서울,질병,3,4,7
T18,2019,광주,질병,1,3,4
T18,2019,대전,질병,2,1,3
T18,2019,서울,질병,1,1,2
T18,2020,광주,질병,3,0,3
T18,2020,대전,질병,1,2,3
T18,2020,서울,질병,1,2,3
T18,2021,대전,질병,3,0,3
T18,2021,부산,질병,3,0,3
T18,2021,서울,질병,8,2,10
T18,2022,광주,질병,1,0,1
T18,2022,대전,질병,1,0,1
T18,2022,서울,질병,3,4,7
T18,2023,광주,질병,3,0,3
T18,2023,대전,질병,1,0,1
T18,2023,서울,질병,1,2,3
T19,2019,대전,질병,0,1,1
T19,2019,서울,질병,1,0,1
T19,2020,광주,질병,1,0,1
T19,2020,대구,질병,1,0,1
T19,2021,부산,질병,1,0,1
T19,2022,서울,질병,0,1,1
T19,2023,서울,질병,0,2,2
T20,2021,서울,질병,1,0,1
T20,2023,대구,질병,0,1,1
T21,2019,대구,질병,2,0,2
T21,2019,대전,질병,2,0,2
T21,2019,서울,질병,2,0,2
T21,2020,광주,질병,1,0,1
T21,2020,대구,질병,2,0,2
T21,2020,서울,질병,2,1,3
T21,2021,광주,질병,1,0,1
T21,2021,대전,질병,2,0,2
T21,2021,서울,질병,1,1,2
T21,2022,대구,질병,1,0,1
T21,2022,대전,질병,1,0,1
T21,2022,서울,질병,2,0,2
T21,2023,대전,질병,0,1,1
T21,2023,서울,질병,2,2,4
T22,2021,대구,질병,1,0,1
T22,2021,인천,질병,0,1,1
T22,2023,서울,질병,1,1,2
T23,2019,광주,질병,1,0,1
T23,2019,대구,질병,1,0,1
T23,2020,광주,질병,0,1,1
T23,2020,대구,질병,0,1,1
T23,2020,대전,질병,1,0,1
T23,2022,서울,질병,0,2,2
T24,2019,대구,질병,1,1,2
T24,2019,대전,질병,1,0,1
T24,2019,부산,질병,1,0,1
T24,2019,서울,질병,2,0,2
T24,2020,광주,질병,0,1,1
T24,2020,대전,질병,1,0,1
T24,2020,서울,질병,2,2,4
T24,2021,대전,질병,2,1,3
T24,2021,부산,질병,1,0,1
T24,2021,서울,질병,0,1,1
T24,2022,광주,질병,0,1,1
T24,2022,대구,질병,2,0,2
T24,2022,대전,질병,3,0,3
T24,2022,부산,질병,2,0,2
T24,2022,서울,질병,1,0,1
T24,2023,광주,질병,1,1,2
T24,2023,대전,질병,0,1,1
T24,2023,부산,질병,1,0,1
T24,2023,서울,질병,3,2,5
T25,2019,광주,질병,0,1,1
T25,2019,대구,질병,3,0,3
T25,2019,대전,질병,2,0,2
T25,2019,부산,질병,3,0,3
T25,2019,서울,질병,1,1,2
T25,2020,광주,질병,4,0,4
T25,2020,대구,질병,2,0,2
T25,2020,대전,질병,1,0,1
T25,2020,서울,질병,1,1,2
T25,2021,광주,질병,1,0,1
T25,2021,부산,질병,2,0,2
T25,2021,인천,질병,0,1,1
T25,2022,대전,질병,1,0,1
T25,2022,부산,질병,1,0,1
T25,2022,서울,질병,0,1,1
T25,2023,대구,질병,1,0,1
T25,2023,부산,질병,2,0,2
T25,2023,서울,질병,3,0,3
T27,2020,광주,질병,0,1,1
T27,2021,서울,질병,0,1,1
T28,2019,대구,질병,1,0,1
T28,2019,서울,질병,1,0,1
T28,2020,대구,질병,5,0,5
T28,2021,서울,질병,0,1,1
T30,2019,광주,질병,1,1,2
T30,2019,대구,질병,1,0,1
T30,2019,대전,질병,1,0,1
T30,2019,부산,질병,6,1,7
T30,2020,광주,질병,1,1,2
T30,2020,대구,질병,1,1,2
T30,2020,대전,질병,3,0,3
T30,2021,광주,질병,0,1,1
T30,2021,대구,질병,2,0,2
T30,2021,대전,질병,2,1,3
T30,2021,부산,질병,5,1,6
T30,2022,광주,질병,0,3,3
T30,2022,대전,질병,4,0,4
T30,2022,부산,질병,2,0,2
T30,2023,광주,질병,5,1,6
T30,2023,부산,질병,4,0,4
T31,2019,부산,질병,1,0,1
T35,2020,대구,질병,0,1,1
T36,2020,서울,질병,1,1,2
T36,2022,서울,질병,1,0,1
T38,2021,서울,질병,0,1,1
T38,2023,대구,질병,0,1,1
T39,2023,서울,질병,0,1,1
T40,2019,서울,질병,1,0,1
T40,2022,서울,질병,1,0,1
T40,2023,서울,질병,1,1,2
T41,2023,서울,질병,0,1,1
T42,2019,대구,질병,1,0,1
T42,2020,광주,질병,1,0,1
T42,2020,서울,질병,1,2,3
T42,2021,광주,질병,0,1,1
T42,2022,광주,질병,1,0,1
T42,2022,대구,질병,1,0,1
T42,2022,서울,질병,1,3,4
T42,2023,대구,질병,0,1,1
T42,2023,서울,질병,1,1,2
T44,2023,서울,질병,0,2,2
T45,2020,서울,질병,0,2,2
T45,2021,부산,질병,1,0,1
T46,2019,서울,질병,0,1,1
T46,2022,서울,질병,0,1,1
T50,2019,광주,질병,1,0,1
T50,2019,부산,질병,3,1,4
T50,2019,서울,질병,0,1,1
T50,2020,서울,질병,2,0,2
T50,2021,부산,질병,0,2,2
T50,2021,서울,질병,1,0,1
T50,2023,서울,질병,0,3,3
T54,2021,대전,질병,0,1,1
T55,2020,서울,질병,0,1,1
T60,2020,광주,질병,1,0,1
T60,2022,광주,질병,0,1,1
T60,2022,대구,질병,1,0,1
T62,2020,광주,질병,0,2,2
T63,2019,서울,질병,1,0,1
T63,2020,광주,질병,1,0,1
T63,2020,대구,질병,1,0,1
T63,2020,서울,질병,1,0,1
T63,2021,광주,질병,1,0,1
T63,2022,광주,질병,1,0,1
T63,2022,대전,질병,0,3,3
T63,2023,광주,질병,1,0,1
T65,2019,광주,질병,0,1,1
T65,2019,부산,질병,1,0,1
T65,2020,광주,질병,0,2,2
T65,2020,대구,질병,2,0,2
T65,2020,서울,질병,0,1,1
T66,2023,서울,질병,1,0,1
T67,2020,서울,질병,1,0,1
T67,2022,대전,질병,0,1,1
T67,2023,서울,질병,0,1,1
T68,2019,서울,질병,0,1,1
T68,2020,서울,질병,0,2,2
T68,2022,광주,질병,0,1,1
T68,2022,서울,질병,1,0,1
T68,2023,대구,질병,1,0,1
T71,2019,서울,질병,1,0,1
T71,2020,서울,질병,1,0,1
T71,2022,대구,질병,1,0,1
T71,2023,서울,질병,0,2,2
T75,2021,부산,질병,2,0,2
T75,2022,부산,질병,1,0,1
T78,2019,광주,질병,0,1,1
T78,2019,대구,질병,0,1,1
T78,2019,부산,질병,1,0,1
T78,2019,서울,질병,0,2,2
T78,2020,광주,질병,1,0,1
T78,2020,대구,질병,1,0,1
T78,2020,서울,질병,1,0,1
T78,2021,광주,질병,0,1,1
T78,2021,서울,질병,0,1,1
T78,2022,서울,질병,0,1,1
T78,2023,광주,질병,0,1,1
T78,2023,대구,질병,0,1,1
T78,2023,부산,질병,1,0,1
T78,2023,서울,질병,2,0,2
T79,2019,부산,질병,3,0,3
T79,2019,서울,질병,4,1,5
T79,2020,광주,질병,2,3,5
T79,2020,대구,질병,1,0,1
T79,2020,서울,질병,5,0,5
T79,2021,광주,질병,0,1,1
T79,2021,대구,질병,1,1,2
T79,2021,서울,질병,2,1,3
T79,2021,인천,질병,0,1,1
T79,2022,대구,질병,3,0,3
T79,2022,부산,질병,0,1,1
T79,2022,서울,질병,0,5,5
T79,2023,광주,질병,1,1,2
T79,2023,대구,질병,1,0,1
T79,2023,부산,질병,1,0,1
T79,2023,서울,질병,2,1,3
T79,2023,인천,질병,1,0,1
T80,2019,서울,질병,6,5,11
T80,2020,대구,질병,1,0,1
T80,2020,서울,질병,3,3,6
T80,2021,서울,질병,7,3,10
T80,2022,서울,질병,9,6,15
T80,2023,대구,질병,2,0,2
T80,2023,서울,질병,8,7,15
T81,2019,광주,질병,5,5,10
T81,2019,대구,질병,13,3,16
T81,2019,대전,질병,4,6,10
T81,2019,부산,질병,7,5,12
T81,2019,서울,질병,94,72,166
T81,2019,인천,질병,0,2,2
T81,2020,광주,질병,10,3,13
T81,2020,대구,질병,12,1,13
T81,2020,대전,질병,8,2,10
T81,2020,서울,질병,140,114,254
T81,2020,인천,질병,0,1,1
T81,2021,광주,질병,4,3,7
T81,2021,대구,질병,8,2,10
T81,2021,대전,질병,6,2,8
T81,2021,부산,질병,10,2,12
T81,2021,서울,질병,163,112,275
T81,2022,광주,질병,1,2,3
T81,2022,대구,질병,14,4,18
T81,2022,대전,질병,4,7,11
T81,2022,부산,질병,3,0,3
T81,2022,서울,질병,173,129,302
T81,2022,인천,질병,0,1,1
T81,2023,광주,질병,5,3,8
T81,2023,대구,질병,7,6,13
T81,2023,대전,질병,5,7,12
T81,2023,부산,질병,5,2,7
T81,2023,서울,질병,196,133,329
T81,2023,인천,질병,2,3,5
T82,2019,광주,질병,1,0,1
T82,2019,대구,질병,1,1,2
T82,2019,서울,질병,61,30,91
T82,2020,대구,질병,2,0,2
T82,2020,서울,질병,91,38,129
T82,2021,대구,질병,3,1,4
