코드그룹,년도,지역,구분,국비,사비,합계
E03,2022,부산,질병,0,1,1
E03,2022,서울,질병,69,41,110
E03,2023,광주,질병,1,1,2
E03,2023,대구,질병,7,3,10
E03,2023,대전,질병,2,0,2
E03,2023,부산,질병,0,1,1
E03,2023,서울,질병,88,64,152
E03,2023,인천,질병,0,1,1
E04,2019,광주,질병,0,2,2
E04,2019,대구,질병,2,2,4
E04,2019,대전,질병,4,0,4
E04,2019,부산,질병,1,0,1
E04,2019,서울,질병,42,49,91
E04,2020,광주,질병,1,0,1
E04,2020,대구,질병,11,2,13
E04,2020,대전,질병,1,0,1
E04,2020,서울,질병,43,59,102
E04,2021,광주,질병,0,1,1
E04,2021,대구,질병,3,0,3
E04,2021,대전,질병,1,2,3
E04,2021,부산,질병,0,1,1
E04,2021,서울,질병,29,25,54
E04,2022,광주,질병,1,0,1
E04,2022,대구,질병,2,0,2
E04,2022,대전,질병,1,0,1
E04,2022,서울,질병,5,12,17
E04,2023,광주,질병,3,1,4
E04,2023,대구,질병,1,1,2
E04,2023,대전,질병,1,1,2
E04,2023,서울,질병,18,13,31
E05,2019,광주,질병,1,0,1
E05,2019,대구,질병,0,1,1
E05,2019,대전,질병,2,0,2
E05,2019,서울,질병,3,18,21
E05,2019,인천,질병,1,0,1
E05,2020,대구,질병,1,4,5
E05,2020,서울,질병,9,18,27
E05,2020,인천,질병,0,1,1
E05,2021,광주,질병,1,2,3
E05,2021,대구,질병,2,0,2
E05,2021,서울,질병,7,14,21
E05,2022,광주,질병,1,0,1
E05,2022,대구,질병,2,1,3
E05,2022,서울,질병,3,10,13
E05,2023,광주,질병,0,1,1
E05,2023,대구,질병,1,0,1
E05,2023,서울,질병,5,14,19
E05,2023,인천,질병,1,0,1
E06,2019,광주,질병,0,1,1
E06,2019,대구,질병,0,1,1
E06,2019,서울,질병,3,7,10
E06,2020,광주,질병,1,0,1
E06,2020,서울,질병,2,5,7
E06,2020,인천,질병,1,0,1
E06,2021,서울,질병,3,6,9
E06,2022,광주,질병,0,1,1
E06,2022,서울,질병,6,10,16
E06,2023,서울,질병,8,3,11
E07,2019,대구,질병,5,1,6
E07,2019,대전,질병,2,1,3
E07,2019,서울,질병,1,2,3
E07,2020,대구,질병,1,1,2
E07,2020,대전,질병,5,0,5
E07,2020,서울,질병,1,0,1
E07,2021,대전,질병,3,0,3
E07,2021,서울,질병,2,0,2
E07,2022,광주,질병,1,1,2
E07,2022,서울,질병,0,2,2
E07,2023,대전,질병,0,1,1
E07,2023,서울,질병,1,1,2
E10,2019,광주,질병,3,6,9
E10,2019,대구,질병,24,15,39
E10,2019,대전,질병,22,8,30
E10,2019,부산,질병,16,6,22
E10,2019,서울,질병,10,5,15
E10,2019,인천,질병,2,0,2
E10,2020,광주,질병,14,3,17
E10,2020,대구,질병,29,1,30
E10,2020,대전,질병,9,6,15
E10,2020,서울,질병,5,6,11
E10,2020,인천,질병,1,1,2
E10,2021,광주,질병,4,9,13
E10,2021,대구,질병,7,4,11
E10,2021,대전,질병,22,4,26
E10,2021,부산,질병,4,4,8
E10,2021,서울,질병,3,5,8
E10,2021,인천,질병,1,1,2
E10,2022,광주,질병,7,3,10
E10,2022,대구,질병,6,0,6
E10,2022,대전,질병,17,5,22
E10,2022,부산,질병,3,0,3
E10,2022,서울,질병,3,4,7
E10,2022,인천,질병,3,1,4
E10,2023,광주,질병,6,4,10
E10,2023,대구,질병,0,5,5
E10,2023,대전,질병,5,1,6
E10,2023,부산,질병,11,1,12
E10,2023,서울,질병,22,7,29
E10,2023,인천,질병,1,3,4
E11,2019,광주,질병,115,58,173
E11,2019,대구,질병,421,160,581
E11,2019,대전,질병,418,144,562
E11,2019,부산,질병,175,29,204
E11,2019,서울,질병,4186,2620,6806
E11,2019,인천,질병,46,65,111
E11,2020,광주,질병,91,36,127
E11,2020,대구,질병,346,143,489
E11,2020,대전,질병,402,131,533
E11,2020,서울,질병,4135,2467,6602
E11,2020,인천,질병,87,86,173
E11,2021,광주,질병,69,28,97
E11,2021,대구,질병,351,117,468
E11,2021,대전,질병,463,138,601
E11,2021,부산,질병,127,15,142
E11,2021,서울,질병,3496,2400,5896
E11,2021,인천,질병,76,108,184
E11,2022,광주,질병,47,16,63
E11,2022,대구,질병,340,95,435
E11,2022,대전,질병,746,334,1080
E11,2022,부산,질병,81,7,88
E11,2022,서울,질병,3628,2208,5836
E11,2022,인천,질병,31,25,56
E11,2023,광주,질병,89,31,120
E11,2023,대구,질병,316,130,446
E11,2023,대전,질병,541,216,757
E11,2023,부산,질병,60,9,69
E11,2023,서울,질병,4618,668,5286
E11,2023,인천,질병,31,41,72
E12,2019,대구,질병,0,1,1
E12,2020,서울,질병,1,0,1
E12,2021,인천,질병,0,1,1
E12,2022,대전,질병,3,0,3
E12,2023,대구,질병,0,1,1
E12,2023,서울,질병,1,0,1
E13,2019,광주,질병,1,0,1
E13,2019,대구,질병,1,0,1
E13,2019,대전,질병,5,1,6
E13,2019,부산,질병,1,1,2
E13,2019,서울,질병,6,1,7
E13,2020,광주,질병,0,1,1
E13,2020,대전,질병,7,0,7
E13,2020,서울,질병,2,1,3
E13,2021,광주,질병,2,0,2
E13,2021,대전,질병,4,1,5
E13,2021,부산,질병,3,0,3
E13,2021,서울,질병,3,5,8
E13,2022,대전,질병,1,0,1
E13,2022,부산,질병,2,1,3
E13,2022,서울,질병,1,3,4
E13,2023,대전,질병,0,1,1
E13,2023,부산,질병,2,0,2
E13,2023,서울,질병,2,2,4
E14,2019,광주,질병,7,9,16
E14,2019,대구,질병,22,5,27
E14,2019,대전,질병,15,5,20
E14,2019,부산,질병,42,2,44
E14,2019,서울,질병,34,12,46
E14,2019,인천,질병,2,3,5
E14,2020,광주,질병,4,0,4
E14,2020,대구,질병,9,5,14
E14,2020,대전,질병,19,6,25
E14,2020,서울,질병,17,8,25
E14,2020,인천,질병,2,1,3
E14,2021,광주,질병,4,4,8
E14,2021,대구,질병,5,4,9
E14,2021,대전,질병,27,7,34
E14,2021,부산,질병,32,4,36
E14,2021,서울,질병,10,11,21
E14,2021,인천,질병,0,3,3
E14,2022,광주,질병,2,1,3
E14,2022,대구,질병,9,5,14
E14,2022,대전,질병,18,7,25
E14,2022,부산,질병,30,2,32
E14,2022,서울,질병,8,1,9
E14,2022,인천,질병,3,6,9
E14,2023,광주,질병,7,3,10
E14,2023,대구,질병,2,1,3
E14,2023,대전,질병,5,1,6
E14,2023,부산,질병,18,3,21
E14,2023,서울,질병,6,5,11
E14,2023,인천,질병,4,2,6
E15,2019,광주,질병,0,1,1
E15,2022,광주,질병,0,1,1
E16,2019,광주,질병,0,1,1
E16,2019,대구,질병,3,3,6
E16,2019,대전,질병,2,0,2
E16,2019,서울,질병,5,4,9
E16,2020,광주,질병,0,1,1
E16,2020,대구,질병,4,4,8
E16,2020,대전,질병,1,0,1
E16,2020,서울,질병,7,6,13
E16,2021,광주,질병,1,0,1
E16,2021,대구,질병,5,1,6
E16,2021,대전,질병,3,1,4
E16,2021,서울,질병,2,5,7
E16,2022,대구,질병,1,0,1
E16,2022,대전,질병,4,2,6
E16,2022,서울,질병,8,4,12
E16,2023,대구,질병,3,1,4
E16,2023,대전,질병,4,0,4
E16,2023,서울,질병,12,7,19
E20,2019,대구,질병,0,3,3
E20,2019,대전,질병,1,0,1
E20,2019,서울,질병,3,1,4
E20,2020,대구,질병,1,5,6
E20,2020,대전,질병,1,0,1
E20,2021,대구,질병,2,0,2
E20,2021,대전,질병,1,0,1
E20,2022,대구,질병,4,0,4
E20,2022,서울,질병,0,2,2
E20,2023,서울,질병,2,0,2
E21,2019,대전,질병,1,0,1
E21,2019,서울,질병,3,5,8
E21,2020,서울,질병,2,4,6
E21,2021,서울,질병,1,1,2
E21,2022,서울,질병,4,1,5
E21,2023,대구,질병,1,0,1
E21,2023,서울,질병,2,1,3
E22,2019,광주,질병,0,1,1
E22,2019,대전,질병,1,0,1
E22,2019,부산,질병,0,2,2
E22,2019,서울,질병,3,2,5
E22,2020,광주,질병,0,1,1
E22,2020,서울,질병,7,5,12
E22,2021,대구,질병,1,0,1
E22,2021,부산,질병,1,0,1
E22,2021,서울,질병,5,6,11
E22,2022,대구,질병,1,1,2
E22,2022,대전,질병,2,3,5
E22,2022,서울,질병,8,12,20
E22,2023,대구,질병,0,1,1
E22,2023,부산,질병,1,0,1
E22,2023,서울,질병,9,2,11
E23,2019,광주,질병,2,1,3
E23,2019,서울,질병,4,2,6
E23,2019,인천,질병,1,0,1
E23,2020,광주,질병,4,17,21
E23,2020,서울,질병,4,10,14
E23,2020,인천,질병,2,0,2
E23,2021,광주,질병,0,1,1
E23,2021,서울,질병,7,9,16
E23,2022,광주,질병,0,3,3
E23,2022,서울,질병,8,7,15
E23,2023,광주,질병,2,41,43
E23,2023,서울,질병,6,9,15
E24,2019,광주,질병,1,0,1
E24,2019,부산,질병,0,1,1
E24,2019,서울,질병,1,0,1
E24,2020,서울,질병,2,3,5
E24,2021,부산,질병,0,3,3
E24,2021,서울,질병,1,1,2
E24,2022,대구,질병,1,0,1
E24,2022,부산,질병,0,5,5
E24,2022,서울,질병,0,2,2
E24,2023,부산,질병,0,3,3
E24,2023,서울,질병,1,2,3
E26,2019,광주,질병,2,0,2
E26,2019,부산,질병,1,1,2
E26,2019,서울,질병,0,1,1
E26,2020,서울,질병,2,2,4
E26,2021,광주,질병,1,0,1
E26,2022,광주,질병,1,0,1
E26,2022,부산,질병,1,0,1
E26,2022,서울,질병,2,1,3
E26,2023,광주,질병,1,1,2
E26,2023,부산,질병,0,2,2
E26,2023,서울,질병,1,0,1
E27,2019,광주,질병,2,0,2
E27,2019,대구,질병,3,0,3
E27,2019,대전,질병,1,1,2
E27,2019,서울,질병,36,28,64
E27,2019,인천,질병,1,0,1
E27,2020,광주,질병,0,1,1
E27,2020,대구,질병,4,2,6
E27,2020,대전,질병,1,5,6
E27,2020,서울,질병,66,53,119
E27,2021,광주,질병,4,0,4
E27,2021,대구,질병,2,2,4
E27,2021,대전,질병,0,1,1
E27,2021,서울,질병,52,38,90
E27,2022,광주,질병,1,2,3
E27,2022,대구,질병,4,0,4
E27,2022,대전,질병,2,3,5
E27,2022,서울,질병,53,33,86
E27,2023,광주,질병,1,4,5
E27,2023,대구,질병,2,1,3
E27,2023,대전,질병,1,0,1
E27,2023,부산,질병,0,1,1
E27,2023,서울,질병,38,29,67
E28,2019,서울,질병,0,1,1
E29,2019,서울,질병,1,0,1
E30,2019,광주,질병,0,122,122
E30,2020,광주,질병,0,239,239
E30,2021,광주,질병,0,3,3
E30,2022,광주,질병,0,20,20
E30,2023,광주,질병,0,14,14
E32,2019,서울,질병,1,1,2
E32,2020,서울,질병,1,0,1
E32,2022,서울,질병,1,1,2
E32,2023,서울,질병,2,2,4
E34,2019,광주,질병,0,14,14
E34,2020,광주,질병,0,38,38
E34,2020,서울,질병,0,1,1
E34,2021,광주,질병,0,6,6
E34,2022,광주,질병,0,37,37
E34,2023,광주,질병,0,43,43
E35,2019,대구,질병,1,1,2
E35,2020,대구,질병,1,0,1
E35,2021,대구,질병,1,0,1
E35,2022,대구,질병,1,0,1
E43,2021,인천,질병,1,1,2
E46,2019,대구,질병,0,2,2
E46,2019,서울,질병,1,0,1
E46,2019,인천,질병,10,5,15
E46,2020,인천,질병,4,6,10
E46,2021,대전,질병,2,0,2
E46,2021,인천,질병,0,1,1
E46,2022,대전,질병,1,0,1
E46,2023,대전,질병,0,1,1
E46,2023,서울,질병,1,0,1
E51,2019,광주,질병,0,1,1
E51,2019,서울,질병,4,2,6
E51,2020,광주,질병,1,1,2
E51,2020,서울,질병,1,2,3
E51,2021,광주,질병,0,1,1
E51,2021,대전,질병,0,1,1
E51,2021,서울,질병,1,1,2
E51,2022,서울,질병,1,2,3
E53,2019,서울,질병,2,1,3
E53,2020,대전,질병,0,2,2
E53,2020,서울,질병,4,0,4
E53,2021,광주,질병,0,1,1
E53,2021,대전,질병,0,1,1
E53,2022,대전,질병,1,0,1
E53,2022,서울,질병,1,2,3
E53,2023,서울,질병,0,1,1
E55,2019,대구,질병,0,3,3
E55,2019,대전,질병,0,1,1
E55,2019,서울,질병,0,1,1
E55,2020,서울,질병,3,3,6
E55,2021,서울,질병,3,6,9
E55,2022,서울,질병,3,3,6
E55,2023,대구,질병,4,1,5
E55,2023,서울,질병,18,9,27
E56,2019,서울,질병,1,0,1
E56,2021,서울,질병,1,0,1
E58,2020,서울,질병,1,0,1
E61,2019,대구,질병,2,0,2
E63,2020,대전,질병,4,2,6
E63,2020,서울,질병,0,1,1
E63,2021,대전,질병,8,5,13
E63,2022,대전,질병,8,6,14
E63,2023,대전,질병,7,5,12
E64,2019,서울,질병,1,0,1
E66,2019,광주,질병,1,0,1
E66,2019,서울,질병,3,0,3
E66,2020,광주,질병,0,1,1
E66,2020,서울,질병,3,2,5
E66,2021,광주,질병,0,4,4
E66,2021,서울,질병,0,1,1
E66,2022,서울,질병,3,4,7
E66,2023,서울,질병,1,0,1
E72,2019,대구,질병,1,0,1
E72,2019,서울,질병,1,1,2
E72,2020,서울,질병,0,1,1
E72,2021,서울,질병,0,1,1
E75,2019,서울,질병,3,1,4
E75,2019,인천,질병,1,0,1
E75,2020,서울,질병,1,2,3
E75,2021,서울,질병,1,0,1
E75,2022,서울,질병,0,2,2
E75,2023,서울,질병,1,1,2
E76,2020,서울,질병,1,0,1
E78,2019,광주,질병,0,1,1
E78,2019,대구,질병,119,57,176
E78,2019,대전,질병,76,16,92
E78,2019,부산,질병,36,2,38
E78,2019,서울,질병,224,142,366
E78,2019,인천,질병,1,0,1
E78,2020,광주,질병,0,1,1
E78,2020,대구,질병,105,39,144
E78,2020,대전,질병,91,27,118
E78,2020,서울,질병,225,178,403
E78,2020,인천,질병,0,1,1
E78,2021,광주,질병,0,1,1
E78,2021,대구,질병,42,21,63
E78,2021,대전,질병,63,15,78
E78,2021,부산,질병,31,4,35
E78,2021,서울,질병,276,522,798
E78,2022,광주,질병,1,0,1
E78,2022,대구,질병,72,39,111
E78,2022,대전,질병,48,8,56
E78,2022,부산,질병,27,0,27
E78,2022,서울,질병,36,160,196
E78,2023,광주,질병,4,2,6
E78,2023,대구,질병,50,29,79
E78,2023,대전,질병,54,16,70
E78,2023,부산,질병,15,3,18
E78,2023,서울,질병,19,22,41
E79,2019,대전,질병,1,0,1
E79,2019,부산,질병,1,0,1
E79,2019,서울,질병,1,1,2
E79,2020,대구,질병,2,0,2
E79,2020,대전,질병,2,1,3
E79,2020,서울,질병,2,3,5
E79,2021,대구,질병,1,0,1
E79,2021,대전,질병,3,0,3
E79,2021,서울,질병,3,1,4
E79,2022,대전,질병,1,1,2
E79,2022,서울,질병,3,1,4
E79,2023,대구,질병,1,0,1
E79,2023,대전,질병,2,2,4
E79,2023,서울,질병,2,3,5
E80,2019,광주,질병,0,1,1
E80,2019,서울,질병,2,1,3
E80,2020,대전,질병,2,0,2
E80,2020,서울,질병,6,2,8
E80,2021,광주,질병,1,0,1
E80,2021,대전,질병,0,1,1
E80,2021,서울,질병,0,1,1
E80,2022,서울,질병,0,3,3
E83,2019,광주,질병,0,1,1
E83,2019,부산,질병,1,0,1
E83,2019,서울,질병,3,8,11
E83,2020,서울,질병,5,9,14
E83,2021,부산,질병,1,0,1
E83,2021,서울,질병,8,7,15
E83,2022,대구,질병,2,0,2
E83,2022,서울,질병,4,9,13
E83,2023,대구,질병,1,0,1
E83,2023,서울,질병,8,14,22
E85,2019,광주,질병,0,1,1
E85,2019,부산,질병,1,0,1
E85,2019,서울,질병,3,2,5
E85,2020,서울,질병,1,1,2
E85,2021,서울,질병,9,5,14
E85,2022,부산,질병,1,0,1
E85,2022,서울,질병,10,10,20
E85,2023,서울,질병,4,2,6
E86,2019,대구,질병,0,2,2
E86,2019,대전,질병,2,3,5
E86,2019,서울,질병,4,4,8
E86,2020,대전,질병,2,2,4
E86,2020,서울,질병,4,11,15
E86,2021,대구,질병,0,1,1
E86,2021,대전,질병,1,1,2
E86,2021,서울,질병,3,1,4
E86,2022,서울,질병,4,7,11
E86,2023,대구,질병,2,1,3
E86,2023,대전,질병,2,2,4
E86,2023,서울,질병,3,8,11
E87,2019,광주,질병,16,13,29
E87,2019,대구,질병,33,16,49
E87,2019,대전,질병,18,25,43
E87,2019,부산,질병,22,4,26
E87,2019,서울,질병,80,52,132
E87,2019,인천,질병,2,0,2
E87,2020,광주,질병,7,12,19
E87,2020,대구,질병,30,23,53
E87,2020,대전,질병,18,21,39
E87,2020,서울,질병,98,112,210
E87,2020,인천,질병,3,1,4
E87,2021,광주,질병,5,12,17
E87,2021,대구,질병,23,15,38
E87,2021,대전,질병,25,25,50
E87,2021,부산,질병,19,8,27
E87,2021,서울,질병,65,63,128
E87,2021,인천,질병,1,0,1
E87,2022,광주,질병,2,4,6
E87,2022,대구,질병,24,22,46
E87,2022,대전,질병,29,34,63
E87,2022,부산,질병,5,3,8
E87,2022,서울,질병,116,99,215
E87,2022,인천,질병,0,1,1
E87,2023,광주,질병,5,10,15
E87,2023,대구,질병,17,14,31
E87,2023,대전,질병,16,8,24
E87,2023,부산,질병,4,2,6
E87,2023,서울,질병,93,93,186
E87,2023,인천,질병,1,1,2
E88,2019,광주,질병,1,0,1
E88,2019,대구,질병,1,1,2
E88,2019,부산,질병,0,3,3
E88,2019,서울,질병,7,2,9
E88,2020,광주,질병,1,0,1
E88,2020,서울,질병,6,5,11
E88,2021,대구,질병,2,1,3
E88,2021,서울,질병,4,1,5
E88,2022,광주,질병,2,0,2
E88,2022,부산,질병,0,1,1
E88,2022,서울,질병,3,5,8
E88,2023,광주,질병,1,1,2
E88,2023,대구,질병,1,0,1
E88,2023,서울,질병,2,5,7
E89,2019,서울,질병,41,22,63
E89,2020,광주,질병,0,1,1
E89,2020,서울,질병,37,37,74
E89,2021,서울,질병,70,39,109
E89,2022,서울,질병,60,38,98
E89,2023,서울,질병,61,58,119
F00,2019,광주,질병,8,8,16
F00,2019,대구,질병,20,10,30
F00,2019,대전,질병,7,1,8
F00,2019,부산,질병,14,1,15
F00,2019,서울,질병,99,44,143
F00,2019,인천,질병,1,5,6
F00,2020,광주,질병,6,14,20
F00,2020,대구,질병,13,6,19
F00,2020,대전,질병,5,1,6
F00,2020,서울,질병,76,61,137
F00,2020,인천,질병,0,3,3
F00,2021,광주,질병,12,25,37
F00,2021,대구,질병,6,6,12
F00,2021,부산,질병,6,2,8
F00,2021,서울,질병,87,38,125
F00,2022,광주,질병,20,23,43
F00,2022,대구,질병,5,7,12
F00,2022,대전,질병,1,1,2
F00,2022,부산,질병,7,0,7
F00,2022,서울,질병,94,35,129
F00,2022,인천,질병,1,2,3
F00,2023,광주,질병,9,7,16
F00,2023,대구,질병,7,1,8
F00,2023,대전,질병,2,0,2
F00,2023,부산,질병,5,4,9
F00,2023,서울,질병,152,78,230
F00,2023,인천,질병,17,19,36
F01,2019,광주,질병,0,1,1
F01,2019,대전,질병,2,0,2
F01,2019,부산,질병,1,1,2
F01,2019,서울,질병,111,65,176
F01,2020,광주,질병,0,2,2
F01,2020,대전,질병,2,0,2
F01,2020,서울,질병,100,60,160
F01,2021,광주,질병,2,0,2
F01,2021,대구,질병,0,1,1
F01,2021,대전,질병,2,0,2
F01,2021,부산,질병,2,0,2
F01,2021,서울,질병,36,13,49
F01,2021,인천,질병,0,1,1
F01,2022,광주,질병,0,2,2
F01,2022,대전,질병,2,0,2
F01,2022,부산,질병,2,1,3
F01,2022,서울,질병,29,9,38
F01,2023,광주,질병,4,1,5
F01,2023,대전,질병,0,1,1
F01,2023,부산,질병,3,0,3
F01,2023,서울,질병,51,24,75
F01,2023,인천,질병,1,0,1
F02,2019,서울,질병,19,6,25
F02,2020,서울,질병,51,16,67
F02,2021,서울,질병,40,11,51
F02,2022,광주,질병,4,0,4
F02,2022,서울,질병,22,9,31
F02,2023,광주,질병,1,0,1
F02,2023,서울,질병,47,21,68
F03,2019,광주,질병,1,0,1
F03,2019,대구,질병,5,8,13
F03,2019,대전,질병,17,7,24
F03,2019,부산,질병,6,0,6
F03,2019,서울,질병,250,305,555
F03,2020,광주,질병,3,2,5
F03,2020,대구,질병,4,6,10
F03,2020,대전,질병,14,4,18
F03,2020,서울,질병,242,300,542
F03,2021,광주,질병,3,1,4
F03,2021,대구,질병,4,11,15
F03,2021,대전,질병,4,4,8
F03,2021,부산,질병,1,0,1
F03,2021,서울,질병,218,231,449
F03,2022,광주,질병,2,1,3
F03,2022,대구,질병,4,3,7
F03,2022,대전,질병,14,7,21
F03,2022,부산,질병,3,1,4
F03,2022,서울,질병,116,156,272
F03,2022,인천,질병,1,0,1
F03,2023,광주,질병,4,8,12
F03,2023,대구,질병,1,0,1
F03,2023,대전,질병,12,5,17
F03,2023,부산,질병,1,1,2
F03,2023,서울,질병,168,205,373
F05,2019,광주,질병,0,1,1
F05,2019,대구,질병,2,13,15
F05,2019,대전,질병,2,0,2
F05,2019,서울,질병,110,127,237
F05,2019,인천,질병,0,1,1
F05,2020,광주,질병,1,0,1
F05,2020,대구,질병,5,9,14
F05,2020,대전,질병,1,1,2
F05,2020,서울,질병,192,168,360
F05,2021,대구,질병,5,4,9
F05,2021,대전,질병,3,2,5
F05,2021,서울,질병,140,199,339
F05,2021,인천,질병,0,2,2
F05,2022,대구,질병,4,7,11
F05,2022,대전,질병,3,7,10
F05,2022,부산,질병,0,1,1
F05,2022,서울,질병,250,235,485
F05,2023,광주,질병,0,3,3
F05,2023,대구,질병,2,0,2
F05,2023,대전,질병,2,1,3
F05,2023,부산,질병,1,0,1
F05,2023,서울,질병,246,264,510
F05,2023,인천,질병,1,1,2
F06,2019,광주,질병,0,1,1
F06,2019,대구,질병,2,0,2
F06,2019,대전,질병,1,1,2
F06,2019,부산,질병,1,0,1
F06,2019,서울,질병,13,6,19
F06,2019,인천,질병,1,1,2
F06,2020,광주,질병,0,1,1
F06,2020,대전,질병,3,0,3
F06,2020,서울,질병,16,12,28
F06,2021,대구,질병,1,0,1
F06,2021,대전,질병,1,0,1
F06,2021,서울,질병,11,5,16
F06,2021,인천,질병,1,0,1
F06,2022,대구,질병,2,0,2
F06,2022,대전,질병,4,1,5
F06,2022,서울,질병,17,8,25
F06,2023,부산,질병,1,0,1
F06,2023,서울,질병,13,12,25
F06,2023,인천,질병,1,5,6
F07,2019,서울,질병,5,0,5
F07,2020,서울,질병,2,1,3
F07,2021,서울,질병,1,0,1
F07,2022,서울,질병,1,0,1
F07,2022,인천,질병,2,0,2
F07,2023,광주,질병,1,0,1
F07,2023,대전,질병,1,0,1
F07,2023,부산,질병,1,0,1
F09,2019,대구,질병,0,1,1
F09,2019,서울,질병,1,0,1
F09,2020,서울,질병,1,1,2
F09,2021,서울,질병,0,1,1
F10,2019,광주,질병,1,0,1
F10,2019,대구,질병,3,2,5
F10,2019,대전,질병,1,5,6
F10,2019,부산,질병,1,1,2
F10,2019,서울,질병,46,31,77
F10,2019,인천,질병,0,1,1
F10,2020,광주,질병,0,1,1
F10,2020,대구,질병,2,0,2
F10,2020,대전,질병,2,1,3
F10,2020,서울,질병,45,29,74
F10,2021,광주,질병,2,1,3
F10,2021,대구,질병,0,1,1
F10,2021,대전,질병,1,0,1
F10,2021,부산,질병,1,0,1
F10,2021,서울,질병,24,26,50
F10,2022,대전,질병,1,2,3
F10,2022,부산,질병,0,1,1
F10,2022,서울,질병,24,33,57
F10,2023,대구,질병,1,0,1
F10,2023,대전,질병,1,1,2
F10,2023,서울,질병,36,21,57
F10,2023,인천,질병,1,0,1
F11,2020,대전,질병,1,0,1
F11,2021,서울,질병,0,1,1
F11,2022,서울,질병,1,1,2
F13,2019,광주,질병,1,0,1
F13,2022,대전,질병,0,1,1
F13,2022,서울,질병,2,0,2
F13,2023,서울,질병,1,0,1
F17,2020,서울,질병,2,0,2
F17,2021,서울,질병,2,0,2
F17,2022,서울,질병,0,1,1
F17,2023,서울,질병,1,0,1
F18,2021,대전,질병,1,0,1
F19,2019,대구,질병,1,0,1
F19,2019,서울,질병,2,5,7
F19,2020,서울,질병,1,1,2
F19,2021,서울,질병,1,0,1
F19,2022,광주,질병,0,1,1
F19,2022,서울,질병,0,1,1
F20,2019,대전,질병,1,1,2
F20,2019,서울,질병,82,45,127
F20,2020,대구,질병,0,1,1
F20,2020,서울,질병,75,42,117
F20,2021,서울,질병,55,40,95
F20,2022,대구,질병,3,0,3
F20,2022,대전,질병,0,1,1
F20,2022,서울,질병,50,46,96
F20,2023,대구,질병,0,1,1
F20,2023,대전,질병,0,1,1
F20,2023,서울,질병,61,41,102
F21,2020,서울,질병,0,1,1
F22,2019,대구,질병,1,0,1
F22,2019,대전,질병,2,0,2
F22,2019,서울,질병,3,4,7
F22,2020,서울,질병,7,4,11
F22,2021,서울,질병,1,0,1
F22,2022,대전,질병,1,0,1
F22,2022,서울,질병,4,2,6
F22,2023,서울,질병,2,2,4
F23,2019,대구,질병,4,0,4
F23,2020,대구,질병,1,0,1
F23,2022,대전,질병,1,0,1
F25,2019,서울,질병,7,3,10
F25,2020,서울,질병,9,4,13
F25,2021,서울,질병,9,2,11
F25,2022,서울,질병,5,2,7
F25,2023,서울,질병,5,4,9
F28,2019,서울,질병,1,0,1
F29,2019,대전,질병,7,0,7
F29,2019,서울,질병,0,1,1
F29,2020,대구,질병,1,0,1
F29,2020,대전,질병,5,0,5
F29,2020,서울,질병,1,3,4
F29,2021,대전,질병,5,0,5
F29,2021,서울,질병,2,0,2
F29,2022,대구,질병,1,0,1
F29,2022,대전,질병,6,0,6
F29,2022,서울,질병,2,3,5
F29,2023,대전,질병,4,0,4
F29,2023,서울,질병,1,0,1
F30,2019,대전,질병,1,0,1
F30,2023,서울,질병,1,0,1
F31,2019,대구,질병,4,0,4
F31,2019,대전,질병,4,0,4
F31,2019,부산,질병,1,0,1
F31,2019,서울,질병,28,15,43
F31,2020,대전,질병,3,0,3
F31,2020,서울,질병,19,13,32
F31,2021,대구,질병,1,0,1
F31,2021,대전,질병,3,0,3
F31,2021,서울,질병,12,16,28
F31,2022,대전,질병,0,1,1
F31,2022,부산,질병,0,1,1
F31,2022,서울,질병,15,11,26
F31,2023,대구,질병,1,0,1
F31,2023,대전,질병,1,0,1
F31,2023,서울,질병,13,12,25
F32,2019,광주,질병,0,4,4
F32,2019,대구,질병,30,12,42
F32,2019,대전,질병,29,2,31
F32,2019,부산,질병,7,0,7
F32,2019,서울,질병,52,55,107
F32,2019,인천,질병,2,4,6
F32,2020,대구,질병,29,8,37
F32,2020,대전,질병,25,3,28
F32,2020,서울,질병,65,49,114
F32,2021,대구,질병,3,5,8
F32,2021,대전,질병,19,3,22
F32,2021,부산,질병,8,0,8
F32,2021,서울,질병,45,32,77
F32,2022,대구,질병,9,6,15
F32,2022,대전,질병,13,4,17
F32,2022,부산,질병,2,0,2
F32,2022,서울,질병,51,45,96
F32,2023,광주,질병,1,1,2
F32,2023,대구,질병,9,6,15
F32,2023,대전,질병,13,3,16
F32,2023,부산,질병,1,0,1
F32,2023,서울,질병,67,47,114
F33,2019,대전,질병,2,0,2
F33,2019,서울,질병,2,5,7
F33,2020,서울,질병,3,4,7
F33,2021,대전,질병,2,0,2
F33,2021,부산,질병,1,0,1
F33,2021,서울,질병,1,0,1
F33,2022,대전,질병,1,1,2
F33,2022,서울,질병,4,2,6
F33,2023,대전,질병,1,0,1
F33,2023,서울,질병,2,3,5
F34,2019,서울,질병,1,0,1
F34,2020,서울,질병,2,1,3
F34,2022,서울,질병,2,1,3
F34,2023,서울,질병,3,0,3
F38,2020,서울,질병,0,1,1
F38,2023,서울,질병,2,0,2
F39,2019,서울,질병,4,0,4
F39,2020,서울,질병,4,1,5
F39,2021,서울,질병,3,2,5
F39,2022,서울,질병,12,3,15
